candidate_id,run,template_type,adx_thresh,rsi_overbought,rsi_oversold,wick_ratio_thresh,volume_trend_thresh,parameter_hash
C24_572,Run_B,bollinger_expansion_breakout,20,82,32,0.44,1.9,f145f9ff8c5987fa
C24_573,Run_B,bollinger_expansion_breakout,21,83,33,0.45,1.95,e230afab23fbaed5
C24_574,Run_B,bollinger_expansion_breakout,22,84,34,0.46,2.0,4a614a71ff0d2a81
C24_575,Run_B,bollinger_expansion_breakout,23,85,35,0.47,0.8,81f21dbaa87fd9bb
C24_576,Run_B,bollinger_expansion_breakout,24,70,20,0.48,0.85,9d071e5ead586428
C24_577,Run_B,bollinger_expansion_breakout,25,71,21,0.49,0.9,2dd0ff31cc805316
C24_578,Run_B,bollinger_expansion_breakout,26,72,22,0.5,0.95,c4d1ea6726afb425
C24_579,Run_B,bollinger_expansion_breakout,27,73,23,0.51,1.0,4f67938a49b987a2
C24_580,Run_B,bollinger_expansion_breakout,28,74,24,0.52,1.05,7834683a7cdbb04b
C24_581,Run_B,bollinger_expansion_breakout,29,75,25,0.53,1.1,d24d038ffdc64b09
C24_582,Run_B,bollinger_expansion_breakout,30,76,26,0.54,1.15,8bb2084f3c02c227
C24_583,Run_B,bollinger_expansion_breakout,31,77,27,0.55,1.2,971da7caaffe491b
C24_584,Run_B,bollinger_expansion_breakout,32,78,28,0.56,1.25,deda3dda68efd038
C24_585,Run_B,bollinger_expansion_breakout,33,79,29,0.57,1.3,991f5fadc1629539
C24_586,Run_B,bollinger_expansion_breakout,34,80,30,0.58,1.35,9c643981f738631d
C24_587,Run_B,bollinger_expansion_breakout,35,81,31,0.59,1.4,e0a6c650224c9df6
C24_588,Run_B,bollinger_expansion_breakout,15,82,32,0.6,1.45,51ce036c5ec0bd1a
C24_589,Run_B,bollinger_expansion_breakout,16,83,33,0.3,1.5,56cf2c75177a7495
C24_590,Run_B,bollinger_expansion_breakout,17,84,34,0.31,1.55,7146f04c35c33ce5
C24_591,Run_B,bollinger_expansion_breakout,18,85,35,0.32,1.6,79bb3dfbf8790f23
C24_592,Run_B,bollinger_expansion_breakout,19,70,20,0.33,1.65,6223a9071c935c19
C24_593,Run_B,bollinger_expansion_breakout,20,71,21,0.34,1.7,a4c61df27639333c
C24_594,Run_B,bollinger_expansion_breakout,21,72,22,0.35,1.75,1e43ad4cea20bf88
C24_595,Run_B,bollinger_expansion_breakout,22,73,23,0.36,1.8,4975c7d5a7a10489
C24_596,Run_B,bollinger_expansion_breakout,23,74,24,0.37,1.85,2a22b281f3e6bf5c
C24_597,Run_B,bollinger_expansion_breakout,24,75,25,0.38,1.9,8bad9085f21a9115
C24_598,Run_B,bollinger_expansion_breakout,25,76,26,0.39,1.95,fb3e0128f61ca6d7
C24_599,Run_B,bollinger_expansion_breakout,26,77,27,0.4,2.0,59693472c542027b
C24_600,Run_B,bollinger_expansion_breakout,27,78,28,0.41,0.8,cf46c1baf54cd8fe
C24_601,Run_B,bollinger_expansion_breakout,28,79,29,0.42,0.85,24bf79a99f45540c
C24_602,Run_B,bollinger_expansion_breakout,29,80,30,0.43,0.9,819213e6ea1546dc
C24_603,Run_B,bollinger_expansion_breakout,30,81,31,0.44,0.95,6b23bd0881c0c59b
C24_604,Run_B,bollinger_expansion_breakout,31,82,32,0.45,1.0,9ecb2fdc8f1aaec5
C24_605,Run_B,bollinger_expansion_breakout,32,83,33,0.46,1.05,14723097bf1d41f0
C24_606,Run_B,bollinger_expansion_breakout,33,84,34,0.47,1.1,b59f962a0dfd3c88
C24_607,Run_B,bollinger_expansion_breakout,34,85,35,0.48,1.15,baf6887c7b9a767d
C24_608,Run_B,bollinger_expansion_breakout,35,70,20,0.49,1.2,272f018822568bba
C24_609,Run_B,bollinger_expansion_breakout,15,71,21,0.5,1.25,20987fee39411aee
C24_610,Run_B,bollinger_expansion_breakout,16,72,22,0.51,1.3,42959b3349cec740
C24_611,Run_B,bollinger_expansion_breakout,17,73,23,0.52,1.35,62bb1a80fad5f13a
C24_612,Run_B,bollinger_expansion_breakout,18,74,24,0.53,1.4,e6b1e12a87ed3cc7
C24_613,Run_B,bollinger_expansion_breakout,19,75,25,0.54,1.45,c7617494ba8e9cf1
C24_614,Run_B,bollinger_expansion_breakout,20,76,26,0.55,1.5,cb130d41d76ee746
C24_615,Run_B,bollinger_expansion_breakout,21,77,27,0.56,1.55,78e411992bed93d0
C24_616,Run_B,bollinger_expansion_breakout,22,78,28,0.57,1.6,fbba2402e01ab663
C24_617,Run_B,bollinger_expansion_breakout,23,79,29,0.58,1.65,9e149e5ce663ddc3
C24_618,Run_B,bollinger_expansion_breakout,24,80,30,0.59,1.7,cb9a157b54eca372
C24_619,Run_B,bollinger_expansion_breakout,25,81,31,0.6,1.75,ec2b9fd986f65d58
C24_620,Run_B,bollinger_expansion_breakout,26,82,32,0.3,1.8,522e1ea592181f0c
C24_621,Run_B,bollinger_expansion_breakout,27,83,33,0.31,1.85,a3a546ca0617a9a3
C24_622,Run_B,bollinger_expansion_breakout,28,84,34,0.32,1.9,d787cf2972db90eb
C24_623,Run_B,bollinger_expansion_breakout,29,85,35,0.33,1.95,6488ef310e00fa80
C24_624,Run_B,bollinger_expansion_breakout,30,70,20,0.34,2.0,003029fa9d081142
C24_625,Run_B,bollinger_expansion_breakout,31,71,21,0.35,0.8,12e0dcfe9040c354
C24_626,Run_B,bollinger_expansion_breakout,32,72,22,0.36,0.85,8c782a44ce54ac1e
C24_627,Run_B,bollinger_expansion_breakout,33,73,23,0.37,0.9,d6dec0078b55b392
C24_628,Run_B,bollinger_expansion_breakout,34,74,24,0.38,0.95,bd312000f2552c34
C24_629,Run_B,bollinger_expansion_breakout,35,75,25,0.39,1.0,c517d61367920552
C24_630,Run_B,bollinger_expansion_breakout,15,76,26,0.4,1.05,73afd1e72ba3b1c4
C24_631,Run_B,bollinger_expansion_breakout,16,77,27,0.41,1.1,dec42b7bb5abd390
C24_632,Run_B,bollinger_expansion_breakout,17,78,28,0.42,1.15,722dd4cdbe682008
C24_633,Run_B,bollinger_expansion_breakout,18,79,29,0.43,1.2,9cd3db2acb613dff
C24_634,Run_B,bollinger_expansion_breakout,19,80,30,0.44,1.25,bf3d0b36632f38ab
C24_635,Run_B,bollinger_expansion_breakout,20,81,31,0.45,1.3,03ae1b224e5f9cfa
C24_636,Run_B,bollinger_expansion_breakout,21,82,32,0.46,1.35,335f71a97755bdab
C24_637,Run_B,bollinger_expansion_breakout,22,83,33,0.47,1.4,10377e0f6c095c00
C24_638,Run_B,bollinger_expansion_breakout,23,84,34,0.48,1.45,8fbe913ded4edf00
C24_639,Run_B,bollinger_expansion_breakout,24,85,35,0.49,1.5,39a50e2c094bf702
C24_640,Run_B,bollinger_expansion_breakout,25,70,20,0.5,1.55,568fb17be0bef240
C24_641,Run_B,bollinger_expansion_breakout,26,71,21,0.51,1.6,0f421104ea1693f5
C24_642,Run_B,bollinger_expansion_breakout,27,72,22,0.52,1.65,5a002740d73100f7
C24_643,Run_B,bollinger_expansion_breakout,28,73,23,0.53,1.7,8a7f3dd14c34b15f
C24_644,Run_B,bollinger_expansion_breakout,29,74,24,0.54,1.75,9f1714ff320852f7
C24_645,Run_B,bollinger_expansion_breakout,30,75,25,0.55,1.8,f09376089698f323
C24_646,Run_B,bollinger_expansion_breakout,31,76,26,0.56,1.85,611ef26d3e4f306d
C24_647,Run_B,bollinger_expansion_breakout,32,77,27,0.57,1.9,a6b43561bfe1cfe3
C24_648,Run_B,bollinger_expansion_breakout,33,78,28,0.58,1.95,02830d342187926f
C24_649,Run_B,bollinger_expansion_breakout,34,79,29,0.59,2.0,2c793260782b811b
C24_650,Run_B,bollinger_expansion_breakout,35,80,30,0.6,0.8,5e2f960d34d423f2
C24_651,Run_B,bollinger_expansion_breakout,15,81,31,0.3,0.85,02bfdbf88ba367a5
C24_652,Run_B,bollinger_expansion_breakout,16,82,32,0.31,0.9,f2d5a1cc2b9dd8ec
C24_653,Run_B,bollinger_expansion_breakout,17,83,33,0.32,0.95,9687cef7d865eed3
C24_654,Run_B,bollinger_expansion_breakout,18,84,34,0.33,1.0,fa4970c31cc0482a
C24_655,Run_B,bollinger_expansion_breakout,19,85,35,0.34,1.05,cc3e9d87956785dd
C24_656,Run_B,bollinger_expansion_breakout,20,70,20,0.35,1.1,8d6fbf744a54f40f
C24_657,Run_B,bollinger_expansion_breakout,21,71,21,0.36,1.15,0488e2978b74d0f0
C24_658,Run_B,bollinger_expansion_breakout,22,72,22,0.37,1.2,f3575875399dab83
C24_659,Run_B,bollinger_expansion_breakout,23,73,23,0.38,1.25,1193a89fa0d96d34
C24_660,Run_B,bollinger_expansion_breakout,24,74,24,0.39,1.3,45eff423b48e4725
C24_661,Run_B,bollinger_expansion_breakout,25,75,25,0.4,1.35,84ad0d8595751d6d
C24_662,Run_B,bollinger_expansion_breakout,26,76,26,0.41,1.4,d19b21a634d72747
C24_663,Run_B,bollinger_expansion_breakout,27,77,27,0.42,1.45,22f8e55002a46246
C24_664,Run_B,bollinger_expansion_breakout,28,78,28,0.43,1.5,69d730ae0eeff303
C24_665,Run_B,bollinger_expansion_breakout,29,79,29,0.44,1.55,74ef550e965e415a
C24_666,Run_B,bollinger_expansion_breakout,30,80,30,0.45,1.6,b22bda4b5701e8c7
C24_667,Run_B,bollinger_expansion_breakout,31,81,31,0.46,1.65,4f2ebc0f80f14ff4
C24_668,Run_B,bollinger_expansion_breakout,32,82,32,0.47,1.7,d8341f8d084fabc6
C24_669,Run_B,bollinger_expansion_breakout,33,83,33,0.48,1.75,dde1ba365f0188b6
C24_670,Run_B,bollinger_expansion_breakout,34,84,34,0.49,1.8,61c1f270c5e766fe
C24_671,Run_B,bollinger_expansion_breakout,35,85,35,0.5,1.85,d49890e6d2a7c9b0
C24_672,Run_B,bollinger_expansion_breakout,15,70,20,0.51,1.9,f1f5e94595e8f0f5
C24_673,Run_B,bollinger_expansion_breakout,16,71,21,0.52,1.95,5c1179855e50fc82
C24_674,Run_B,bollinger_expansion_breakout,17,72,22,0.53,2.0,18f15c19c9eeae37
C24_675,Run_B,bollinger_expansion_breakout,18,73,23,0.54,0.8,4475e0c8e6ce159a
C24_676,Run_B,bollinger_expansion_breakout,19,74,24,0.55,0.85,8fb3e9940c2768da
C24_677,Run_B,bollinger_expansion_breakout,20,75,25,0.56,0.9,e0e0ce39bfcc818a
C24_678,Run_B,bollinger_expansion_breakout,21,76,26,0.57,0.95,5629802d4d8cd4f5
C24_679,Run_B,bollinger_expansion_breakout,22,77,27,0.58,1.0,a89de2f5ca6ce901
C24_680,Run_B,bollinger_expansion_breakout,23,78,28,0.59,1.05,d6b36448cdd2f849
C24_681,Run_B,bollinger_expansion_breakout,24,79,29,0.6,1.1,6a6ba1a110cf4743
C24_682,Run_B,bollinger_expansion_breakout,25,80,30,0.3,1.15,43bf7ae5bb942e4d
C24_683,Run_B,bollinger_expansion_breakout,26,81,31,0.31,1.2,c9253065cea97a52
C24_684,Run_B,bollinger_expansion_breakout,27,82,32,0.32,1.25,7a1bf7a26f8e1c77
C24_685,Run_B,bollinger_expansion_breakout,28,83,33,0.33,1.3,4cfeb8b0c90001c6
C24_686,Run_B,bollinger_expansion_breakout,29,84,34,0.34,1.35,3fe39579281708f3
C24_687,Run_B,bollinger_expansion_breakout,30,85,35,0.35,1.4,6236cd60a7cc9001
C24_688,Run_B,bollinger_expansion_breakout,31,70,20,0.36,1.45,2a385fc2ceb70422
C24_689,Run_B,bollinger_expansion_breakout,32,71,21,0.37,1.5,ee99d0ebbc3869f7
C24_690,Run_B,bollinger_expansion_breakout,33,72,22,0.38,1.55,4ff3233d9673cd3c
C24_691,Run_B,bollinger_expansion_breakout,34,73,23,0.39,1.6,e92c2b37f033046e
C24_692,Run_B,bollinger_expansion_breakout,35,74,24,0.4,1.65,30bb794f7716be14
C24_693,Run_B,bollinger_expansion_breakout,15,75,25,0.41,1.7,8df7a001a0e56ba2
C24_694,Run_B,bollinger_expansion_breakout,16,76,26,0.42,1.75,77f13fbad1cd1c81
C24_695,Run_B,bollinger_expansion_breakout,17,77,27,0.43,1.8,573d4a08520f2bf8
C24_696,Run_B,bollinger_expansion_breakout,18,78,28,0.44,1.85,6d8b02472b5dc62b
C24_697,Run_B,bollinger_expansion_breakout,19,79,29,0.45,1.9,039d5db9a2f29d2d
C24_698,Run_B,bollinger_expansion_breakout,20,80,30,0.46,1.95,b661839ff7ca14e0
C24_699,Run_B,bollinger_expansion_breakout,21,81,31,0.47,2.0,6da81eceffe83621
C24_700,Run_B,bollinger_expansion_breakout,22,82,32,0.48,0.8,190c243f03eb92bc
C24_701,Run_B,bollinger_expansion_breakout,23,83,33,0.49,0.85,c5001ec499dba47c
C24_702,Run_B,bollinger_expansion_breakout,24,84,34,0.5,0.9,5a54708d05b19f0a
C24_703,Run_B,bollinger_expansion_breakout,25,85,35,0.51,0.95,594c8035f5523d1b
C24_704,Run_B,bollinger_expansion_breakout,26,70,20,0.52,1.0,40fe9cf0a78e275b
C24_705,Run_B,bollinger_expansion_breakout,27,71,21,0.53,1.05,f19e065990a01001
C24_706,Run_B,bollinger_expansion_breakout,28,72,22,0.54,1.1,9475d2919e5258d6
C24_707,Run_B,bollinger_expansion_breakout,29,73,23,0.55,1.15,4d35b030f450b3fc
C24_708,Run_B,bollinger_expansion_breakout,30,74,24,0.56,1.2,567991e1c0180545
C24_709,Run_B,bollinger_expansion_breakout,31,75,25,0.57,1.25,9ef0b85e9f6aab4f
C24_710,Run_B,bollinger_expansion_breakout,32,76,26,0.58,1.3,d86f39d11e96e127
C24_711,Run_B,bollinger_expansion_breakout,33,77,27,0.59,1.35,ac37f46fe40fcaec
C24_712,Run_B,bollinger_expansion_breakout,34,78,28,0.6,1.4,68a10b6673615ee7
C24_713,Run_B,bollinger_expansion_breakout,35,79,29,0.3,1.45,f761cf5aa671e467
C24_714,Run_B,bollinger_expansion_breakout,15,80,30,0.31,1.5,9c3e8cb928853154
C24_715,Run_B,bollinger_expansion_breakout,16,81,31,0.32,1.55,aa0ef6be4e3de354
C24_716,Run_B,bollinger_expansion_breakout,17,82,32,0.33,1.6,81827cbd6a31fce3
C24_717,Run_B,bollinger_expansion_breakout,18,83,33,0.34,1.65,b175e10a89be542a
C24_718,Run_B,bollinger_expansion_breakout,19,84,34,0.35,1.7,3fc4339cef3fa2ac
C24_719,Run_B,bollinger_expansion_breakout,20,85,35,0.36,1.75,dc0f1b36c422c4a4
C24_720,Run_B,bollinger_expansion_breakout,21,70,20,0.37,1.8,2fabbc148937083e
C24_721,Run_B,bollinger_expansion_breakout,22,71,21,0.38,1.85,fbe467bd6e8da9fb
C24_722,Run_B,bollinger_expansion_breakout,23,72,22,0.39,1.9,a9047dd5a48c69d6
C24_723,Run_B,bollinger_expansion_breakout,24,73,23,0.4,1.95,105ffcb5e562e1a6
C24_724,Run_B,bollinger_expansion_breakout,25,74,24,0.41,2.0,1bbc835e919cfdcb
C24_725,Run_B,bollinger_expansion_breakout,26,75,25,0.42,0.8,b07ba9bfc3a14f28
C24_726,Run_B,bollinger_expansion_breakout,27,76,26,0.43,0.85,1c35040fa2112fee
C24_727,Run_B,bollinger_expansion_breakout,28,77,27,0.44,0.9,a41218128b921dc8
C24_728,Run_B,bollinger_expansion_breakout,29,78,28,0.45,0.95,5a5560a98c23cfca
C24_729,Run_B,bollinger_expansion_breakout,30,79,29,0.46,1.0,2e8cd28ec80f9cab
C24_730,Run_B,bollinger_expansion_breakout,31,80,30,0.47,1.05,b7198eec891d556b
C24_731,Run_B,bollinger_expansion_breakout,32,81,31,0.48,1.1,204f925ca1b61855
C24_732,Run_B,bollinger_expansion_breakout,33,82,32,0.49,1.15,bf64850fa1e358b3
C24_733,Run_B,bollinger_expansion_breakout,34,83,33,0.5,1.2,fa862d69f115a297
C24_734,Run_B,bollinger_expansion_breakout,35,84,34,0.51,1.25,bf94e9d2af19eb44
C24_735,Run_B,bollinger_expansion_breakout,15,85,35,0.52,1.3,dbc6c22f2f41bdbe
C24_736,Run_B,bollinger_expansion_breakout,16,70,20,0.53,1.35,b244f1e9dd49470d
C24_737,Run_B,bollinger_expansion_breakout,17,71,21,0.54,1.4,a57664d26db4ddbb
C24_738,Run_B,bollinger_expansion_breakout,18,72,22,0.55,1.45,ed8b69d61692ed58
C24_739,Run_B,bollinger_expansion_breakout,19,73,23,0.56,1.5,b66c41a983b770b6
C24_740,Run_B,bollinger_expansion_breakout,20,74,24,0.57,1.55,05937cef3eb46473
C24_741,Run_B,bollinger_expansion_breakout,21,75,25,0.58,1.6,daa659f7b7075744
C24_742,Run_B,bollinger_expansion_breakout,22,76,26,0.59,1.65,62c2b18096a6f14f
C24_743,Run_B,bollinger_expansion_breakout,23,77,27,0.6,1.7,1b3278f73da972a1
C24_744,Run_B,bollinger_expansion_breakout,24,78,28,0.3,1.75,c8a61af235db1974
C24_745,Run_B,bollinger_expansion_breakout,25,79,29,0.31,1.8,26f257cfded7afc1
C24_746,Run_B,bollinger_expansion_breakout,26,80,30,0.32,1.85,600f686e6839a2ef
C24_747,Run_B,bollinger_expansion_breakout,27,81,31,0.33,1.9,507d92a44a8d1462
C24_748,Run_B,bollinger_expansion_breakout,28,82,32,0.34,1.95,01e0a80824130e3b
C24_749,Run_B,bollinger_expansion_breakout,29,83,33,0.35,2.0,b76a305b6b5f6062
C24_750,Run_B,bollinger_expansion_breakout,30,84,34,0.36,0.8,bc086e0e9ddfe6e1
