candidate_id,candidate_hash,family,min_expected_R,min_projected_net_R,max_cost_to_risk,session_mode,skip_same_candle,source_mode,min_hold_candles,registered_status
P34_0995,f2ab3f41a23d50c8,same_candle_hardened,1.0,0.7,0.1,NY_ONLY,False,ALL,4.0,REGISTERED
P34_0996,d8609bfbd38d5707,cand0190_relative,1.1,0.9,0.1,NY_ONLY,False,ALL,4.0,REGISTERED
P34_0997,a664fd59a0465dd6,high_pf_low_frequency,1.2,0.9,0.1,NY_ONLY,False,ALL,4.0,REGISTERED
P34_0998,3950cffaa8416f0c,stress_hardened,1.35,0.9,0.1,NY_ONLY,False,ALL,4.0,REGISTERED
P34_0999,70c2ff5f3fc930dc,balanced_activity,1.5,1.0,0.1,NY_ONLY,False,ALL,4.0,REGISTERED
P34_1000,1c443e982d8b11d0,cost_to_atr_gate,1.8,1.0,0.15,NY_ONLY,False,ALL,4.0,REGISTERED
P34_1001,dd79d92deb6f509c,projected_net_r_gate,,1.0,0.15,OFF_HOURS_STRICT_R,True,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_1002,5f7a92f292ab5eba,low_r_filtered,1.0,1.15,0.15,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_1003,2aec40e8bacc67e9,session_aware,1.1,1.15,0.15,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_1004,e76826e078adb9df,off_hours_stricter_r,1.2,1.15,0.15,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_1005,15f20ec86d0184cf,same_candle_hardened,1.35,1.3,0.2,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_1006,94ddd5f60dec0cbf,cand0190_relative,1.5,1.3,0.2,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_1007,32ef8474e93389b9,high_pf_low_frequency,1.8,1.3,0.2,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_1008,f30e9a2145bc4f61,stress_hardened,,,0.2,ALL,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_1009,f48290f7f0bb831e,balanced_activity,1.0,,0.2,ALL,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_1010,4201462ad21c69cb,cost_to_atr_gate,1.1,,0.3,ALL,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_1011,d94218763c0b67c4,projected_net_r_gate,1.2,0.7,0.3,ALL,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_1012,bc620855878b52b9,low_r_filtered,1.35,0.7,0.3,ALL,True,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_1013,2bce1d82eb1c67e1,session_aware,1.5,0.7,0.3,ALL,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_1014,a72369a9ac32994e,off_hours_stricter_r,1.8,0.9,0.3,ALL,False,BB_ONLY,6.0,REGISTERED
P34_1015,3204307378400d33,same_candle_hardened,,0.9,0.45,NO_OFF_HOURS,False,BB_ONLY,6.0,REGISTERED
P34_1016,dce3dbb64c507f7e,cand0190_relative,1.0,0.9,0.45,NO_OFF_HOURS,False,BB_ONLY,6.0,REGISTERED
P34_1017,cdacc85cbf0d634e,high_pf_low_frequency,1.1,1.0,0.45,NO_OFF_HOURS,False,BB_ONLY,6.0,REGISTERED
P34_1018,7ad1073676cb92b6,stress_hardened,1.2,1.0,0.45,NO_OFF_HOURS,False,BB_ONLY,6.0,REGISTERED
P34_1019,0e93396fe037d412,balanced_activity,1.35,1.0,0.45,NO_OFF_HOURS,False,BB_ONLY,6.0,REGISTERED
P34_1020,422dfb580a026ab6,cost_to_atr_gate,1.5,1.15,,NO_OFF_HOURS,False,BB_ONLY,,REGISTERED
P34_1021,88c1ac72cfaa640d,projected_net_r_gate,1.8,1.15,,NO_OFF_HOURS,False,BB_ONLY,,REGISTERED
P34_1022,cbe7734e144c3b96,low_r_filtered,,1.15,,LONDON_NY,False,BB_ONLY,,REGISTERED
P34_1023,36cc3c7b2a449254,session_aware,1.0,1.3,,LONDON_NY,True,BB_ONLY,,REGISTERED
P34_1024,0ad2a548b0e4baf9,off_hours_stricter_r,1.1,1.3,,LONDON_NY,False,BB_ONLY,,REGISTERED
P34_1025,154b445ee26c0c21,same_candle_hardened,1.2,1.3,0.1,LONDON_NY,False,BB_ONLY,,REGISTERED
P34_1026,bde529b9553078d1,cand0190_relative,1.35,,0.1,LONDON_NY,False,BB_ONLY,,REGISTERED
P34_1027,d44edd1070b7a6a9,high_pf_low_frequency,1.5,,0.1,LONDON_NY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_1028,25bd4456ac382ed5,stress_hardened,1.8,,0.1,LONDON_NY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_1029,f2340f5fa0b73576,balanced_activity,,0.7,0.1,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_1030,73950aba1be5bbf5,cost_to_atr_gate,1.0,0.7,0.15,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_1031,efe7d6846947ceeb,projected_net_r_gate,1.1,0.7,0.15,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_1032,4f2ebda4faac7f87,low_r_filtered,1.2,0.9,0.15,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_1033,b54100145f597453,session_aware,1.35,0.9,0.15,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_1034,60b8faf60faf1681,off_hours_stricter_r,1.5,0.9,0.15,LONDON_ONLY,True,LOW_ACTIVITY_ONLY,,REGISTERED
P34_1035,aa74c08ce845605a,same_candle_hardened,1.8,1.0,0.2,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_1036,bbc4120ed20ddbc6,cand0190_relative,,1.0,0.2,NY_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_1037,a120e06e9a2e446e,high_pf_low_frequency,1.0,1.0,0.2,NY_ONLY,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_1038,ff5e531515a3fed8,stress_hardened,1.1,1.15,0.2,NY_ONLY,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_1039,f471eac97530bd42,balanced_activity,1.2,1.15,0.2,NY_ONLY,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_1040,9e76b093997223c4,cost_to_atr_gate,1.35,1.15,0.3,NY_ONLY,False,ALL,2.0,REGISTERED
P34_1041,684a5d3221f60036,projected_net_r_gate,1.5,1.3,0.3,NY_ONLY,False,ALL,2.0,REGISTERED
P34_1042,2ef6120e527cc81d,low_r_filtered,1.8,1.3,0.3,NY_ONLY,False,ALL,2.0,REGISTERED
P34_1043,9d2cb010b3d7f82e,session_aware,,1.3,0.3,OFF_HOURS_STRICT_R,False,ALL,2.0,REGISTERED
P34_1044,c064023524546d89,off_hours_stricter_r,1.0,,0.3,OFF_HOURS_STRICT_R,False,ALL,2.0,REGISTERED
P34_1045,6f117c25b68221e8,same_candle_hardened,1.1,,0.45,OFF_HOURS_STRICT_R,True,ALL,2.0,REGISTERED
P34_1046,6cfb9097bd138833,cand0190_relative,1.2,,0.45,OFF_HOURS_STRICT_R,False,ALL,2.0,REGISTERED
P34_1047,d418f0ad400b788e,high_pf_low_frequency,1.35,0.7,0.45,OFF_HOURS_STRICT_R,False,ALL,2.0,REGISTERED
P34_1048,89c45ad50728dfb8,stress_hardened,1.5,0.7,0.45,OFF_HOURS_STRICT_R,False,ALL,2.0,REGISTERED
P34_1049,e496ea25aa190d3b,balanced_activity,1.8,0.7,0.45,OFF_HOURS_STRICT_R,False,ALL,2.0,REGISTERED
P34_1050,33e99499f0aae50f,cost_to_atr_gate,,0.9,,ALL,False,ALL,2.0,REGISTERED
P34_1051,415eb70ff5eaf414,projected_net_r_gate,1.0,0.9,,ALL,False,ALL,2.0,REGISTERED
P34_1052,9b62433c03941866,low_r_filtered,1.1,0.9,,ALL,False,ALL,2.0,REGISTERED
P34_1053,0b4dd80cfdf32c80,session_aware,1.2,1.0,,ALL,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_1054,da54fcd8e6e655a8,off_hours_stricter_r,1.35,1.0,,ALL,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_1055,604d9c92493da272,same_candle_hardened,1.5,1.0,0.1,ALL,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_1056,b33966e1569e00b8,cand0190_relative,1.8,1.15,0.1,ALL,True,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_1057,53c07d3cb8d90352,high_pf_low_frequency,,1.15,0.1,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_1058,a68622802506bd88,stress_hardened,1.0,1.15,0.1,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_1059,445cf05de057123e,balanced_activity,1.1,1.3,0.1,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_1060,9d4c0630c2d883f2,cost_to_atr_gate,1.2,1.3,0.15,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_1061,991a5e2f3b9cb4ad,projected_net_r_gate,1.35,1.3,0.15,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_1062,1a00eb120d1e4942,low_r_filtered,1.5,,0.15,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_1063,3f665466203e91db,session_aware,1.8,,0.15,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_1064,b318248e227001dc,off_hours_stricter_r,,,0.15,LONDON_NY,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_1065,10f72af8ec0c33fb,same_candle_hardened,1.0,0.7,0.2,LONDON_NY,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_1066,145fb7a31469ce6b,cand0190_relative,1.1,0.7,0.2,LONDON_NY,False,BB_ONLY,4.0,REGISTERED
P34_1067,b1f413678c2587cb,high_pf_low_frequency,1.2,0.7,0.2,LONDON_NY,True,BB_ONLY,4.0,REGISTERED
P34_1068,6a9eadf61bf246f9,stress_hardened,1.35,0.9,0.2,LONDON_NY,False,BB_ONLY,4.0,REGISTERED
P34_1069,e1a8990ab904105b,balanced_activity,1.5,0.9,0.2,LONDON_NY,False,BB_ONLY,4.0,REGISTERED
P34_1070,9c92c5f9c2d20dec,cost_to_atr_gate,1.8,0.9,0.3,LONDON_NY,False,BB_ONLY,4.0,REGISTERED
P34_1071,8a4d70ca3f55fb39,projected_net_r_gate,,1.0,0.3,LONDON_ONLY,False,BB_ONLY,6.0,REGISTERED
P34_1072,8d1529086ef04bb8,low_r_filtered,1.0,1.0,0.3,LONDON_ONLY,False,BB_ONLY,6.0,REGISTERED
P34_1073,18355302342ff295,session_aware,1.1,1.0,0.3,LONDON_ONLY,False,BB_ONLY,6.0,REGISTERED
P34_1074,0a27095707895481,off_hours_stricter_r,1.2,1.15,0.3,LONDON_ONLY,False,BB_ONLY,6.0,REGISTERED
P34_1075,d5183c49388f1507,same_candle_hardened,1.35,1.15,0.45,LONDON_ONLY,False,BB_ONLY,6.0,REGISTERED
P34_1076,f5ebce3b7dde6847,cand0190_relative,1.5,1.15,0.45,LONDON_ONLY,False,BB_ONLY,6.0,REGISTERED
P34_1077,fbea451ad93cd976,high_pf_low_frequency,1.8,1.3,0.45,LONDON_ONLY,False,BB_ONLY,6.0,REGISTERED
P34_1078,652da98f1ff0b577,stress_hardened,,1.3,0.45,NY_ONLY,True,BB_ONLY,6.0,REGISTERED
P34_1079,7d82a38842684ba5,balanced_activity,1.0,1.3,0.45,NY_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_1080,9f51c98425ea3fbc,cost_to_atr_gate,1.1,,,NY_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_1081,92a238dca3734056,projected_net_r_gate,1.2,,,NY_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_1082,1df9d85ccb1c65d3,low_r_filtered,1.35,,,NY_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_1083,c09a5bd33e58382a,session_aware,1.5,0.7,,NY_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_1084,e2a9cddec917bb94,off_hours_stricter_r,1.8,0.7,,NY_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_1085,e75c245267b8ceff,same_candle_hardened,,0.7,0.1,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_1086,70203c98a9fc9c05,cand0190_relative,1.0,0.9,0.1,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_1087,24a4e8d04ddfdd11,high_pf_low_frequency,1.1,0.9,0.1,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_1088,20b9e3c3b291125d,stress_hardened,1.2,0.9,0.1,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_1089,26d7a87a04faa49e,balanced_activity,1.35,1.0,0.1,OFF_HOURS_STRICT_R,True,LOW_ACTIVITY_ONLY,,REGISTERED
P34_1090,0e3140b7410087a7,cost_to_atr_gate,1.5,1.0,0.15,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_1091,9f55b8a32ffee056,projected_net_r_gate,1.8,1.0,0.15,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_1092,03e2d5e556636fc2,low_r_filtered,,1.15,0.15,ALL,False,ALL,,REGISTERED
P34_1093,1a173d11b4f4e341,session_aware,1.0,1.15,0.15,ALL,False,ALL,,REGISTERED
P34_1094,dd38ce03005ebe94,off_hours_stricter_r,1.1,1.15,0.15,ALL,False,ALL,,REGISTERED
P34_1095,61ebedabe2ac09a6,same_candle_hardened,1.2,1.3,0.2,ALL,False,ALL,,REGISTERED
P34_1096,76e21cf97215617b,cand0190_relative,1.35,1.3,0.2,ALL,False,ALL,,REGISTERED
P34_1097,c69ae12687a529a5,high_pf_low_frequency,1.5,1.3,0.2,ALL,False,ALL,,REGISTERED
P34_1098,73d86b426d89109a,stress_hardened,1.8,,0.2,ALL,False,ALL,,REGISTERED
P34_1099,66442404c8d87376,balanced_activity,,,0.2,NO_OFF_HOURS,False,ALL,,REGISTERED
P34_1100,b6a62ded79cdd025,cost_to_atr_gate,1.0,,0.3,NO_OFF_HOURS,True,ALL,,REGISTERED
P34_1101,eef083f22d7cd638,projected_net_r_gate,1.1,0.7,0.3,NO_OFF_HOURS,False,ALL,,REGISTERED
P34_1102,4a657bf778bcc52a,low_r_filtered,1.2,0.7,0.3,NO_OFF_HOURS,False,ALL,,REGISTERED
P34_1103,f9f98d2f235c4a13,session_aware,1.35,0.7,0.3,NO_OFF_HOURS,False,ALL,,REGISTERED
P34_1104,112d53b9300c0fae,off_hours_stricter_r,1.5,0.9,0.3,NO_OFF_HOURS,False,ALL,,REGISTERED
P34_1105,d94223cc7535acc3,same_candle_hardened,1.8,0.9,0.45,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_1106,1e6527e0c7c5ec40,cand0190_relative,,0.9,0.45,LONDON_NY,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_1107,32f4f876d8fd989e,high_pf_low_frequency,1.0,1.0,0.45,LONDON_NY,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_1108,841640eba88f48c1,stress_hardened,1.1,1.0,0.45,LONDON_NY,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_1109,38b0dd2d4ec4f7f5,balanced_activity,1.2,1.0,0.45,LONDON_NY,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_1110,150b9b7cc0ae25d6,cost_to_atr_gate,1.35,1.15,,LONDON_NY,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_1111,5307d7c8e51a3ea1,projected_net_r_gate,1.5,1.15,,LONDON_NY,True,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_1112,2605b1e5d7969094,low_r_filtered,1.8,1.15,,LONDON_NY,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_1113,acff60dc7506155b,session_aware,,1.3,,LONDON_ONLY,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_1114,9e98615d2e3f16c3,off_hours_stricter_r,1.0,1.3,,LONDON_ONLY,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_1115,02d387066dbe39db,same_candle_hardened,1.1,1.3,0.1,LONDON_ONLY,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_1116,1934a48ebdafe53e,cand0190_relative,1.2,,0.1,LONDON_ONLY,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_1117,e930172141df539e,high_pf_low_frequency,1.35,,0.1,LONDON_ONLY,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_1118,6773b861a94e2072,stress_hardened,1.5,,0.1,LONDON_ONLY,False,BB_ONLY,2.0,REGISTERED
P34_1119,3b4412e51549d5d9,balanced_activity,1.8,0.7,0.1,LONDON_ONLY,False,BB_ONLY,2.0,REGISTERED
P34_1120,bde2dc814b0c4b10,cost_to_atr_gate,,0.7,0.15,NY_ONLY,False,BB_ONLY,2.0,REGISTERED
P34_1121,e3784df8cf27c7ec,projected_net_r_gate,1.0,0.7,0.15,NY_ONLY,False,BB_ONLY,2.0,REGISTERED
P34_1122,98d07967beb3486d,low_r_filtered,1.1,0.9,0.15,NY_ONLY,True,BB_ONLY,4.0,REGISTERED
P34_1123,93508eb655559494,session_aware,1.2,0.9,0.15,NY_ONLY,False,BB_ONLY,4.0,REGISTERED
P34_1124,5dcb4245f21cfaa0,off_hours_stricter_r,1.35,0.9,0.15,NY_ONLY,False,BB_ONLY,4.0,REGISTERED
P34_1125,dc4affe509407276,same_candle_hardened,1.5,1.0,0.2,NY_ONLY,False,BB_ONLY,4.0,REGISTERED
P34_1126,a3b4e59959b1c43d,cand0190_relative,1.8,1.0,0.2,NY_ONLY,False,BB_ONLY,4.0,REGISTERED
P34_1127,2e0d570a02453f6e,high_pf_low_frequency,,1.0,0.2,OFF_HOURS_STRICT_R,False,BB_ONLY,4.0,REGISTERED
P34_1128,4b1a29af8d2fe039,stress_hardened,1.0,1.15,0.2,OFF_HOURS_STRICT_R,False,BB_ONLY,4.0,REGISTERED
P34_1129,afd225da0e47a918,balanced_activity,1.1,1.15,0.2,OFF_HOURS_STRICT_R,False,BB_ONLY,4.0,REGISTERED
P34_1130,f01b8341a166e8cc,cost_to_atr_gate,1.2,1.15,0.3,OFF_HOURS_STRICT_R,False,BB_ONLY,4.0,REGISTERED
P34_1131,4dc761812fb197a6,projected_net_r_gate,1.35,1.3,0.3,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_1132,9075240373f0da13,low_r_filtered,1.5,1.3,0.3,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_1133,d4d7846b3e664e78,session_aware,1.8,1.3,0.3,OFF_HOURS_STRICT_R,True,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_1134,9aeccd09ba73f199,off_hours_stricter_r,,,0.3,ALL,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_1135,2d334ff6e879763b,same_candle_hardened,1.0,,0.45,ALL,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_1136,8a1057eddc6fc92e,cand0190_relative,1.1,,0.45,ALL,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_1137,f7e73a27af6b4d57,high_pf_low_frequency,1.2,0.7,0.45,ALL,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_1138,530822dc847f1ec5,stress_hardened,1.35,0.7,0.45,ALL,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_1139,d5672e2d3dcbb58f,balanced_activity,1.5,0.7,0.45,ALL,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_1140,6edd879f4ddf0cce,cost_to_atr_gate,1.8,0.9,,ALL,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_1141,133e85dc8a7be628,projected_net_r_gate,,0.9,,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_1142,7f28186f27bdca06,low_r_filtered,1.0,0.9,,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_1143,cb139c2a5538c973,session_aware,1.1,1.0,,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_1144,609663bd587e5afa,off_hours_stricter_r,1.2,1.0,,NO_OFF_HOURS,True,ALL,6.0,REGISTERED
P34_1145,1d1e5dec194d8295,same_candle_hardened,1.35,1.0,0.1,NO_OFF_HOURS,False,ALL,6.0,REGISTERED
P34_1146,4d3b3eb97bbb1e11,cand0190_relative,1.5,1.15,0.1,NO_OFF_HOURS,False,ALL,6.0,REGISTERED
P34_1147,00d43aa6a8d6031b,high_pf_low_frequency,1.8,1.15,0.1,NO_OFF_HOURS,False,ALL,6.0,REGISTERED
P34_1148,fcf77f50848e70c9,stress_hardened,,1.15,0.1,LONDON_NY,False,ALL,6.0,REGISTERED
P34_1149,123d6712db5babf8,balanced_activity,1.0,1.3,0.1,LONDON_NY,False,ALL,6.0,REGISTERED
P34_1150,4c5831ead2b1d05f,cost_to_atr_gate,1.1,1.3,0.15,LONDON_NY,False,ALL,6.0,REGISTERED
P34_1151,417b6e46d11c5359,projected_net_r_gate,1.2,1.3,0.15,LONDON_NY,False,ALL,6.0,REGISTERED
P34_1152,8e94616c7ae1b548,low_r_filtered,1.35,,0.15,LONDON_NY,False,ALL,6.0,REGISTERED
P34_1153,180149bbdd582853,session_aware,1.5,,0.15,LONDON_NY,False,ALL,6.0,REGISTERED
P34_1154,3ad76ad9d3698301,off_hours_stricter_r,1.8,,0.15,LONDON_NY,False,ALL,6.0,REGISTERED
P34_1155,dd759085a780113a,same_candle_hardened,,0.7,0.2,LONDON_ONLY,True,ALL,6.0,REGISTERED
P34_1156,08dc4d549fe8d002,cand0190_relative,1.0,0.7,0.2,LONDON_ONLY,False,ALL,,REGISTERED
P34_1157,e83eda6765d4f3ca,high_pf_low_frequency,1.1,0.7,0.2,LONDON_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_1158,eb7299f1486162f0,stress_hardened,1.2,0.9,0.2,LONDON_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_1159,1ee3ff45c8e0756c,balanced_activity,1.35,0.9,0.2,LONDON_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_1160,0d2cbf22c0bc4002,cost_to_atr_gate,1.5,0.9,0.3,LONDON_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_1161,637dc71ce674de90,projected_net_r_gate,1.8,1.0,0.3,LONDON_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_1162,e832179f516d8262,low_r_filtered,,1.0,0.3,NY_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_1163,6c269d753bc2b28c,session_aware,1.0,1.0,0.3,NY_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_1164,8edea892258e7187,off_hours_stricter_r,1.1,1.15,0.3,NY_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_1165,7b3664a9f2dbc5b9,same_candle_hardened,1.2,1.15,0.45,NY_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_1166,ffd0933a9253aa57,cand0190_relative,1.35,1.15,0.45,NY_ONLY,True,NO_FUNDING_REVERSAL,,REGISTERED
P34_1167,ad82d8b78617e948,high_pf_low_frequency,1.5,1.3,0.45,NY_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_1168,acc3319695a0691e,stress_hardened,1.8,1.3,0.45,NY_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_1169,ee192ef1c6c056d1,balanced_activity,,1.3,0.45,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_1170,a1d4abc9843e8ad0,cost_to_atr_gate,1.0,,,OFF_HOURS_STRICT_R,False,BB_ONLY,,REGISTERED
P34_1171,48952608ab0de43e,projected_net_r_gate,1.1,,,OFF_HOURS_STRICT_R,False,BB_ONLY,,REGISTERED
P34_1172,db59da5168d7e207,low_r_filtered,1.2,,,OFF_HOURS_STRICT_R,False,BB_ONLY,,REGISTERED
P34_1173,48cbdb5286bdbd32,session_aware,1.35,0.7,,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED
P34_1174,1ad161389c0e79d1,off_hours_stricter_r,1.5,0.7,,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED
P34_1175,18106f21dcba4e5a,same_candle_hardened,1.8,0.7,0.1,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED
P34_1176,dc8e792e3d2da2db,cand0190_relative,,0.9,0.1,ALL,False,BB_ONLY,2.0,REGISTERED
P34_1177,dfeb585d42301305,high_pf_low_frequency,1.0,0.9,0.1,ALL,True,BB_ONLY,2.0,REGISTERED
P34_1178,1fdd408cce703ec4,stress_hardened,1.1,0.9,0.1,ALL,False,BB_ONLY,2.0,REGISTERED
P34_1179,ec6673b7542f6f23,balanced_activity,1.2,1.0,0.1,ALL,False,BB_ONLY,2.0,REGISTERED
P34_1180,c3d60b93d204434d,cost_to_atr_gate,1.35,1.0,0.15,ALL,False,BB_ONLY,2.0,REGISTERED
P34_1181,597956e5d3be45f4,projected_net_r_gate,1.5,1.0,0.15,ALL,False,BB_ONLY,2.0,REGISTERED
P34_1182,109a57d97d03f244,low_r_filtered,1.8,1.15,0.15,ALL,False,BB_ONLY,2.0,REGISTERED
P34_1183,11ad991864262007,session_aware,,1.15,0.15,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_1184,9b48a6e04717159d,off_hours_stricter_r,1.0,1.15,0.15,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_1185,216262d2fad27df9,same_candle_hardened,1.1,1.3,0.2,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_1186,c7ecb5c54d6e3cc5,cand0190_relative,1.2,1.3,0.2,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_1187,c3b9c22df7d21648,high_pf_low_frequency,1.35,1.3,0.2,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_1188,b5631053ebfda08a,stress_hardened,1.5,,0.2,NO_OFF_HOURS,True,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_1189,d9e38e9abaf3a54c,balanced_activity,1.8,,0.2,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_1190,1ea9595bbfab98c6,cost_to_atr_gate,,,0.3,LONDON_NY,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_1191,bb24687e9c43bdcf,projected_net_r_gate,1.0,0.7,0.3,LONDON_NY,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_1192,a923501ee0210c53,low_r_filtered,1.1,0.7,0.3,LONDON_NY,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
