candidate_id,passed_cheap_scan,pnl,pf,dd,status
C25_2605,YES,4602.5,1.19,0.05,PASS
C25_2606,NO,4723.0,1.208,0.052,REJECTED_UNDER_PF
C25_2607,NO,4843.5,1.226,0.054,REJECTED_UNDER_PF
C25_2608,NO,4964.0,1.244,0.056,REJECTED_UNDER_PF
C25_2609,NO,5084.5,1.262,0.058,REJECTED_UNDER_PF
C25_2610,YES,5205.0,1.28,0.06,PASS
C25_2611,NO,5325.5,1.298,0.062,REJECTED_UNDER_PF
C25_2612,NO,5446.0,1.316,0.064,REJECTED_UNDER_PF
C25_2613,NO,5566.5,1.334,0.066,REJECTED_UNDER_PF
C25_2614,NO,5687.0,1.352,0.068,REJECTED_UNDER_PF
C25_2615,YES,5807.5,1.37,0.07,PASS
C25_2616,NO,5928.0,1.388,0.072,REJECTED_UNDER_PF
C25_2617,NO,6048.5,1.406,0.074,REJECTED_UNDER_PF
C25_2618,NO,6169.0,1.424,0.076,REJECTED_UNDER_PF
C25_2619,NO,6289.5,1.442,0.078,REJECTED_UNDER_PF
C25_2620,YES,6410.0,1.46,0.08,PASS
C25_2621,NO,6530.5,1.478,0.082,REJECTED_UNDER_PF
C25_2622,NO,6651.0,1.496,0.084,REJECTED_UNDER_PF
C25_2623,NO,6771.5,1.514,0.086,REJECTED_UNDER_PF
C25_2624,NO,6892.0,1.532,0.088,REJECTED_UNDER_PF
C25_2625,YES,7012.5,1.55,0.09,PASS
C25_2626,NO,7133.0,1.568,0.092,REJECTED_UNDER_PF
C25_2627,NO,7253.5,1.586,0.094,REJECTED_UNDER_PF
C25_2628,NO,7374.0,1.604,0.096,REJECTED_UNDER_PF
C25_2629,NO,7494.5,1.622,0.098,REJECTED_UNDER_PF
C25_2630,YES,7615.0,1.64,0.1,PASS
C25_2631,NO,7735.5,1.658,0.102,REJECTED_UNDER_PF
C25_2632,NO,7856.0,1.676,0.104,REJECTED_UNDER_PF
C25_2633,NO,7976.5,1.694,0.106,REJECTED_UNDER_PF
C25_2634,NO,8097.0,1.712,0.108,REJECTED_UNDER_PF
C25_2635,YES,8217.5,1.73,0.11,PASS
C25_2636,NO,8338.0,1.748,0.112,REJECTED_UNDER_PF
C25_2637,NO,8458.5,1.766,0.114,REJECTED_UNDER_PF
C25_2638,NO,8579.0,1.784,0.116,REJECTED_UNDER_PF
C25_2639,NO,8699.5,1.802,0.118,REJECTED_UNDER_PF
C25_2640,YES,8820.0,1.82,0.12,PASS
C25_2641,NO,8940.5,1.838,0.122,REJECTED_UNDER_PF
C25_2642,NO,9061.0,1.856,0.124,REJECTED_UNDER_PF
C25_2643,NO,9181.5,1.874,0.126,REJECTED_UNDER_PF
C25_2644,NO,9302.0,1.892,0.128,REJECTED_UNDER_PF
C25_2645,YES,9422.5,1.91,0.13,PASS
C25_2646,NO,9543.0,1.928,0.132,REJECTED_UNDER_PF
C25_2647,NO,9663.5,1.946,0.134,REJECTED_UNDER_PF
C25_2648,NO,9784.0,1.964,0.136,REJECTED_UNDER_PF
C25_2649,NO,9904.5,1.982,0.138,REJECTED_UNDER_PF
C25_2650,YES,10025.0,2.0,0.14,PASS
C25_2651,NO,10145.5,2.018,0.142,REJECTED_UNDER_PF
C25_2652,NO,10266.0,2.036,0.144,REJECTED_UNDER_PF
C25_2653,NO,10386.5,2.054,0.146,REJECTED_UNDER_PF
C25_2654,NO,10507.0,2.072,0.148,REJECTED_UNDER_PF
C25_2655,YES,10627.5,2.09,0.15,PASS
C25_2656,NO,10748.0,2.108,0.152,REJECTED_UNDER_PF
C25_2657,NO,10868.5,2.126,0.154,REJECTED_UNDER_PF
C25_2658,NO,10989.0,2.144,0.156,REJECTED_UNDER_PF
C25_2659,NO,11109.5,2.162,0.158,REJECTED_UNDER_PF
C25_2660,YES,11230.0,2.18,0.16,PASS
C25_2661,NO,11350.5,2.198,0.162,REJECTED_UNDER_PF
C25_2662,NO,11471.0,2.216,0.164,REJECTED_UNDER_PF
C25_2663,NO,11591.5,2.234,0.166,REJECTED_UNDER_PF
C25_2664,NO,11712.0,2.252,0.168,REJECTED_UNDER_PF
C25_2665,YES,11832.5,2.27,0.17,PASS
C25_2666,NO,11953.0,2.288,0.172,REJECTED_UNDER_PF
C25_2667,NO,12073.5,2.306,0.174,REJECTED_UNDER_PF
C25_2668,NO,12194.0,2.324,0.176,REJECTED_UNDER_PF
C25_2669,NO,12314.5,2.342,0.178,REJECTED_UNDER_PF
C25_2670,YES,12435.0,2.36,0.18,PASS
C25_2671,NO,12555.5,2.378,0.182,REJECTED_UNDER_PF
C25_2672,NO,12676.0,2.396,0.184,REJECTED_UNDER_PF
C25_2673,NO,12796.5,2.414,0.186,REJECTED_UNDER_PF
C25_2674,NO,12917.0,2.432,0.188,REJECTED_UNDER_PF
C25_2675,YES,13037.5,2.45,0.19,PASS
C25_2676,NO,13158.0,2.468,0.192,REJECTED_UNDER_PF
C25_2677,NO,13278.5,2.486,0.194,REJECTED_UNDER_PF
C25_2678,NO,13399.0,2.504,0.196,REJECTED_UNDER_PF
C25_2679,NO,13519.5,2.522,0.198,REJECTED_UNDER_PF
C25_2680,YES,13640.0,2.54,0.2,PASS
C25_2681,NO,13760.5,2.558,0.202,REJECTED_UNDER_PF
C25_2682,NO,13881.0,2.576,0.204,REJECTED_UNDER_PF
C25_2683,NO,14001.5,2.594,0.206,REJECTED_UNDER_PF
C25_2684,NO,14122.0,2.612,0.208,REJECTED_UNDER_PF
C25_2685,YES,14242.5,2.63,0.21,PASS
C25_2686,NO,14363.0,2.648,0.212,REJECTED_UNDER_PF
C25_2687,NO,14483.5,2.666,0.214,REJECTED_UNDER_PF
C25_2688,NO,14604.0,2.684,0.216,REJECTED_UNDER_PF
C25_2689,NO,14724.5,2.702,0.218,REJECTED_UNDER_PF
C25_2690,YES,14845.0,2.72,0.22,PASS
C25_2691,NO,14965.5,2.738,0.222,REJECTED_UNDER_PF
C25_2692,NO,15086.0,2.756,0.224,REJECTED_UNDER_PF
C25_2693,NO,15206.5,2.774,0.226,REJECTED_UNDER_PF
C25_2694,NO,15327.0,2.792,0.228,REJECTED_UNDER_PF
C25_2695,YES,15447.5,2.81,0.23,PASS
C25_2696,NO,15568.0,2.828,0.232,REJECTED_UNDER_PF
C25_2697,NO,15688.5,2.846,0.234,REJECTED_UNDER_PF
C25_2698,NO,15809.0,2.864,0.236,REJECTED_UNDER_PF
C25_2699,NO,15929.5,2.882,0.238,REJECTED_UNDER_PF
C25_2700,YES,4000.0,1.1,0.04,PASS
C25_2701,NO,4120.5,1.118,0.042,REJECTED_UNDER_PF
C25_2702,NO,4241.0,1.136,0.044,REJECTED_UNDER_PF
C25_2703,NO,4361.5,1.154,0.046,REJECTED_UNDER_PF
C25_2704,NO,4482.0,1.172,0.048,REJECTED_UNDER_PF
C25_2705,YES,4602.5,1.19,0.05,PASS
C25_2706,NO,4723.0,1.208,0.052,REJECTED_UNDER_PF
C25_2707,NO,4843.5,1.226,0.054,REJECTED_UNDER_PF
C25_2708,NO,4964.0,1.244,0.056,REJECTED_UNDER_PF
C25_2709,NO,5084.5,1.262,0.058,REJECTED_UNDER_PF
C25_2710,YES,5205.0,1.28,0.06,PASS
C25_2711,NO,5325.5,1.298,0.062,REJECTED_UNDER_PF
C25_2712,NO,5446.0,1.316,0.064,REJECTED_UNDER_PF
C25_2713,NO,5566.5,1.334,0.066,REJECTED_UNDER_PF
C25_2714,NO,5687.0,1.352,0.068,REJECTED_UNDER_PF
C25_2715,YES,5807.5,1.37,0.07,PASS
C25_2716,NO,5928.0,1.388,0.072,REJECTED_UNDER_PF
C25_2717,NO,6048.5,1.406,0.074,REJECTED_UNDER_PF
C25_2718,NO,6169.0,1.424,0.076,REJECTED_UNDER_PF
C25_2719,NO,6289.5,1.442,0.078,REJECTED_UNDER_PF
C25_2720,YES,6410.0,1.46,0.08,PASS
C25_2721,NO,6530.5,1.478,0.082,REJECTED_UNDER_PF
C25_2722,NO,6651.0,1.496,0.084,REJECTED_UNDER_PF
C25_2723,NO,6771.5,1.514,0.086,REJECTED_UNDER_PF
C25_2724,NO,6892.0,1.532,0.088,REJECTED_UNDER_PF
C25_2725,YES,7012.5,1.55,0.09,PASS
C25_2726,NO,7133.0,1.568,0.092,REJECTED_UNDER_PF
C25_2727,NO,7253.5,1.586,0.094,REJECTED_UNDER_PF
C25_2728,NO,7374.0,1.604,0.096,REJECTED_UNDER_PF
C25_2729,NO,7494.5,1.622,0.098,REJECTED_UNDER_PF
C25_2730,YES,7615.0,1.64,0.1,PASS
C25_2731,NO,7735.5,1.658,0.102,REJECTED_UNDER_PF
C25_2732,NO,7856.0,1.676,0.104,REJECTED_UNDER_PF
C25_2733,NO,7976.5,1.694,0.106,REJECTED_UNDER_PF
C25_2734,NO,8097.0,1.712,0.108,REJECTED_UNDER_PF
C25_2735,YES,8217.5,1.73,0.11,PASS
C25_2736,NO,8338.0,1.748,0.112,REJECTED_UNDER_PF
C25_2737,NO,8458.5,1.766,0.114,REJECTED_UNDER_PF
C25_2738,NO,8579.0,1.784,0.116,REJECTED_UNDER_PF
C25_2739,NO,8699.5,1.802,0.118,REJECTED_UNDER_PF
C25_2740,YES,8820.0,1.82,0.12,PASS
C25_2741,NO,8940.5,1.838,0.122,REJECTED_UNDER_PF
C25_2742,NO,9061.0,1.856,0.124,REJECTED_UNDER_PF
C25_2743,NO,9181.5,1.874,0.126,REJECTED_UNDER_PF
C25_2744,NO,9302.0,1.892,0.128,REJECTED_UNDER_PF
C25_2745,YES,9422.5,1.91,0.13,PASS
C25_2746,NO,9543.0,1.928,0.132,REJECTED_UNDER_PF
C25_2747,NO,9663.5,1.946,0.134,REJECTED_UNDER_PF
C25_2748,NO,9784.0,1.964,0.136,REJECTED_UNDER_PF
C25_2749,NO,9904.5,1.982,0.138,REJECTED_UNDER_PF
C25_2750,YES,10025.0,2.0,0.14,PASS
C25_2751,NO,10145.5,2.018,0.142,REJECTED_UNDER_PF
C25_2752,NO,10266.0,2.036,0.144,REJECTED_UNDER_PF
C25_2753,NO,10386.5,2.054,0.146,REJECTED_UNDER_PF
C25_2754,NO,10507.0,2.072,0.148,REJECTED_UNDER_PF
C25_2755,YES,10627.5,2.09,0.15,PASS
C25_2756,NO,10748.0,2.108,0.152,REJECTED_UNDER_PF
C25_2757,NO,10868.5,2.126,0.154,REJECTED_UNDER_PF
C25_2758,NO,10989.0,2.144,0.156,REJECTED_UNDER_PF
C25_2759,NO,11109.5,2.162,0.158,REJECTED_UNDER_PF
C25_2760,YES,11230.0,2.18,0.16,PASS
C25_2761,NO,11350.5,2.198,0.162,REJECTED_UNDER_PF
C25_2762,NO,11471.0,2.216,0.164,REJECTED_UNDER_PF
C25_2763,NO,11591.5,2.234,0.166,REJECTED_UNDER_PF
C25_2764,NO,11712.0,2.252,0.168,REJECTED_UNDER_PF
C25_2765,YES,11832.5,2.27,0.17,PASS
C25_2766,NO,11953.0,2.288,0.172,REJECTED_UNDER_PF
C25_2767,NO,12073.5,2.306,0.174,REJECTED_UNDER_PF
C25_2768,NO,12194.0,2.324,0.176,REJECTED_UNDER_PF
C25_2769,NO,12314.5,2.342,0.178,REJECTED_UNDER_PF
C25_2770,YES,12435.0,2.36,0.18,PASS
C25_2771,NO,12555.5,2.378,0.182,REJECTED_UNDER_PF
C25_2772,NO,12676.0,2.396,0.184,REJECTED_UNDER_PF
C25_2773,NO,12796.5,2.414,0.186,REJECTED_UNDER_PF
C25_2774,NO,12917.0,2.432,0.188,REJECTED_UNDER_PF
C25_2775,YES,13037.5,2.45,0.19,PASS
C25_2776,NO,13158.0,2.468,0.192,REJECTED_UNDER_PF
C25_2777,NO,13278.5,2.486,0.194,REJECTED_UNDER_PF
C25_2778,NO,13399.0,2.504,0.196,REJECTED_UNDER_PF
C25_2779,NO,13519.5,2.522,0.198,REJECTED_UNDER_PF
C25_2780,YES,13640.0,2.54,0.2,PASS
C25_2781,NO,13760.5,2.558,0.202,REJECTED_UNDER_PF
C25_2782,NO,13881.0,2.576,0.204,REJECTED_UNDER_PF
C25_2783,NO,14001.5,2.594,0.206,REJECTED_UNDER_PF
C25_2784,NO,14122.0,2.612,0.208,REJECTED_UNDER_PF
C25_2785,YES,14242.5,2.63,0.21,PASS
C25_2786,NO,14363.0,2.648,0.212,REJECTED_UNDER_PF
C25_2787,NO,14483.5,2.666,0.214,REJECTED_UNDER_PF
C25_2788,NO,14604.0,2.684,0.216,REJECTED_UNDER_PF
C25_2789,NO,14724.5,2.702,0.218,REJECTED_UNDER_PF
C25_2790,YES,14845.0,2.72,0.22,PASS
C25_2791,NO,14965.5,2.738,0.222,REJECTED_UNDER_PF
C25_2792,NO,15086.0,2.756,0.224,REJECTED_UNDER_PF
C25_2793,NO,15206.5,2.774,0.226,REJECTED_UNDER_PF
C25_2794,NO,15327.0,2.792,0.228,REJECTED_UNDER_PF
C25_2795,YES,15447.5,2.81,0.23,PASS
C25_2796,NO,15568.0,2.828,0.232,REJECTED_UNDER_PF
C25_2797,NO,15688.5,2.846,0.234,REJECTED_UNDER_PF
C25_2798,NO,15809.0,2.864,0.236,REJECTED_UNDER_PF
C25_2799,NO,15929.5,2.882,0.238,REJECTED_UNDER_PF
C25_2800,YES,4000.0,1.1,0.04,PASS
C25_2801,NO,4120.5,1.118,0.042,REJECTED_UNDER_PF
C25_2802,NO,4241.0,1.136,0.044,REJECTED_UNDER_PF
C25_2803,NO,4361.5,1.154,0.046,REJECTED_UNDER_PF
C25_2804,NO,4482.0,1.172,0.048,REJECTED_UNDER_PF
C25_2805,YES,4602.5,1.19,0.05,PASS
C25_2806,NO,4723.0,1.208,0.052,REJECTED_UNDER_PF
C25_2807,NO,4843.5,1.226,0.054,REJECTED_UNDER_PF
C25_2808,NO,4964.0,1.244,0.056,REJECTED_UNDER_PF
C25_2809,NO,5084.5,1.262,0.058,REJECTED_UNDER_PF
C25_2810,YES,5205.0,1.28,0.06,PASS
C25_2811,NO,5325.5,1.298,0.062,REJECTED_UNDER_PF
C25_2812,NO,5446.0,1.316,0.064,REJECTED_UNDER_PF
C25_2813,NO,5566.5,1.334,0.066,REJECTED_UNDER_PF
C25_2814,NO,5687.0,1.352,0.068,REJECTED_UNDER_PF
C25_2815,YES,5807.5,1.37,0.07,PASS
C25_2816,NO,5928.0,1.388,0.072,REJECTED_UNDER_PF
C25_2817,NO,6048.5,1.406,0.074,REJECTED_UNDER_PF
C25_2818,NO,6169.0,1.424,0.076,REJECTED_UNDER_PF
C25_2819,NO,6289.5,1.442,0.078,REJECTED_UNDER_PF
C25_2820,YES,6410.0,1.46,0.08,PASS
C25_2821,NO,6530.5,1.478,0.082,REJECTED_UNDER_PF
C25_2822,NO,6651.0,1.496,0.084,REJECTED_UNDER_PF
C25_2823,NO,6771.5,1.514,0.086,REJECTED_UNDER_PF
C25_2824,NO,6892.0,1.532,0.088,REJECTED_UNDER_PF
C25_2825,YES,7012.5,1.55,0.09,PASS
C25_2826,NO,7133.0,1.568,0.092,REJECTED_UNDER_PF
C25_2827,NO,7253.5,1.586,0.094,REJECTED_UNDER_PF
C25_2828,NO,7374.0,1.604,0.096,REJECTED_UNDER_PF
C25_2829,NO,7494.5,1.622,0.098,REJECTED_UNDER_PF
C25_2830,YES,7615.0,1.64,0.1,PASS
C25_2831,NO,7735.5,1.658,0.102,REJECTED_UNDER_PF
C25_2832,NO,7856.0,1.676,0.104,REJECTED_UNDER_PF
C25_2833,NO,7976.5,1.694,0.106,REJECTED_UNDER_PF
C25_2834,NO,8097.0,1.712,0.108,REJECTED_UNDER_PF
C25_2835,YES,8217.5,1.73,0.11,PASS
C25_2836,NO,8338.0,1.748,0.112,REJECTED_UNDER_PF
C25_2837,NO,8458.5,1.766,0.114,REJECTED_UNDER_PF
C25_2838,NO,8579.0,1.784,0.116,REJECTED_UNDER_PF
C25_2839,NO,8699.5,1.802,0.118,REJECTED_UNDER_PF
C25_2840,YES,8820.0,1.82,0.12,PASS
C25_2841,NO,8940.5,1.838,0.122,REJECTED_UNDER_PF
C25_2842,NO,9061.0,1.856,0.124,REJECTED_UNDER_PF
C25_2843,NO,9181.5,1.874,0.126,REJECTED_UNDER_PF
C25_2844,NO,9302.0,1.892,0.128,REJECTED_UNDER_PF
C25_2845,YES,9422.5,1.91,0.13,PASS
C25_2846,NO,9543.0,1.928,0.132,REJECTED_UNDER_PF
C25_2847,NO,9663.5,1.946,0.134,REJECTED_UNDER_PF
C25_2848,NO,9784.0,1.964,0.136,REJECTED_UNDER_PF
C25_2849,NO,9904.5,1.982,0.138,REJECTED_UNDER_PF
C25_2850,YES,10025.0,2.0,0.14,PASS
C25_2851,NO,10145.5,2.018,0.142,REJECTED_UNDER_PF
C25_2852,NO,10266.0,2.036,0.144,REJECTED_UNDER_PF
C25_2853,NO,10386.5,2.054,0.146,REJECTED_UNDER_PF
C25_2854,NO,10507.0,2.072,0.148,REJECTED_UNDER_PF
C25_2855,YES,10627.5,2.09,0.15,PASS
C25_2856,NO,10748.0,2.108,0.152,REJECTED_UNDER_PF
C25_2857,NO,10868.5,2.126,0.154,REJECTED_UNDER_PF
C25_2858,NO,10989.0,2.144,0.156,REJECTED_UNDER_PF
C25_2859,NO,11109.5,2.162,0.158,REJECTED_UNDER_PF
C25_2860,YES,11230.0,2.18,0.16,PASS
C25_2861,NO,11350.5,2.198,0.162,REJECTED_UNDER_PF
C25_2862,NO,11471.0,2.216,0.164,REJECTED_UNDER_PF
C25_2863,NO,11591.5,2.234,0.166,REJECTED_UNDER_PF
C25_2864,NO,11712.0,2.252,0.168,REJECTED_UNDER_PF
C25_2865,YES,11832.5,2.27,0.17,PASS
C25_2866,NO,11953.0,2.288,0.172,REJECTED_UNDER_PF
C25_2867,NO,12073.5,2.306,0.174,REJECTED_UNDER_PF
C25_2868,NO,12194.0,2.324,0.176,REJECTED_UNDER_PF
C25_2869,NO,12314.5,2.342,0.178,REJECTED_UNDER_PF
C25_2870,YES,12435.0,2.36,0.18,PASS
C25_2871,NO,12555.5,2.378,0.182,REJECTED_UNDER_PF
C25_2872,NO,12676.0,2.396,0.184,REJECTED_UNDER_PF
C25_2873,NO,12796.5,2.414,0.186,REJECTED_UNDER_PF
C25_2874,NO,12917.0,2.432,0.188,REJECTED_UNDER_PF
C25_2875,YES,13037.5,2.45,0.19,PASS
C25_2876,NO,13158.0,2.468,0.192,REJECTED_UNDER_PF
C25_2877,NO,13278.5,2.486,0.194,REJECTED_UNDER_PF
C25_2878,NO,13399.0,2.504,0.196,REJECTED_UNDER_PF
C25_2879,NO,13519.5,2.522,0.198,REJECTED_UNDER_PF
C25_2880,YES,13640.0,2.54,0.2,PASS
C25_2881,NO,13760.5,2.558,0.202,REJECTED_UNDER_PF
C25_2882,NO,13881.0,2.576,0.204,REJECTED_UNDER_PF
C25_2883,NO,14001.5,2.594,0.206,REJECTED_UNDER_PF
C25_2884,NO,14122.0,2.612,0.208,REJECTED_UNDER_PF
C25_2885,YES,14242.5,2.63,0.21,PASS
C25_2886,NO,14363.0,2.648,0.212,REJECTED_UNDER_PF
C25_2887,NO,14483.5,2.666,0.214,REJECTED_UNDER_PF
C25_2888,NO,14604.0,2.684,0.216,REJECTED_UNDER_PF
C25_2889,NO,14724.5,2.702,0.218,REJECTED_UNDER_PF
C25_2890,YES,14845.0,2.72,0.22,PASS
C25_2891,NO,14965.5,2.738,0.222,REJECTED_UNDER_PF
C25_2892,NO,15086.0,2.756,0.224,REJECTED_UNDER_PF
C25_2893,NO,15206.5,2.774,0.226,REJECTED_UNDER_PF
C25_2894,NO,15327.0,2.792,0.228,REJECTED_UNDER_PF
C25_2895,YES,15447.5,2.81,0.23,PASS
C25_2896,NO,15568.0,2.828,0.232,REJECTED_UNDER_PF
C25_2897,NO,15688.5,2.846,0.234,REJECTED_UNDER_PF
C25_2898,NO,15809.0,2.864,0.236,REJECTED_UNDER_PF
C25_2899,NO,15929.5,2.882,0.238,REJECTED_UNDER_PF
C25_2900,YES,4000.0,1.1,0.04,PASS
C25_2901,NO,4120.5,1.118,0.042,REJECTED_UNDER_PF
C25_2902,NO,4241.0,1.136,0.044,REJECTED_UNDER_PF
C25_2903,NO,4361.5,1.154,0.046,REJECTED_UNDER_PF
C25_2904,NO,4482.0,1.172,0.048,REJECTED_UNDER_PF
C25_2905,YES,4602.5,1.19,0.05,PASS
C25_2906,NO,4723.0,1.208,0.052,REJECTED_UNDER_PF
C25_2907,NO,4843.5,1.226,0.054,REJECTED_UNDER_PF
C25_2908,NO,4964.0,1.244,0.056,REJECTED_UNDER_PF
C25_2909,NO,5084.5,1.262,0.058,REJECTED_UNDER_PF
C25_2910,YES,5205.0,1.28,0.06,PASS
C25_2911,NO,5325.5,1.298,0.062,REJECTED_UNDER_PF
C25_2912,NO,5446.0,1.316,0.064,REJECTED_UNDER_PF
C25_2913,NO,5566.5,1.334,0.066,REJECTED_UNDER_PF
C25_2914,NO,5687.0,1.352,0.068,REJECTED_UNDER_PF
C25_2915,YES,5807.5,1.37,0.07,PASS
C25_2916,NO,5928.0,1.388,0.072,REJECTED_UNDER_PF
C25_2917,NO,6048.5,1.406,0.074,REJECTED_UNDER_PF
C25_2918,NO,6169.0,1.424,0.076,REJECTED_UNDER_PF
C25_2919,NO,6289.5,1.442,0.078,REJECTED_UNDER_PF
C25_2920,YES,6410.0,1.46,0.08,PASS
C25_2921,NO,6530.5,1.478,0.082,REJECTED_UNDER_PF
C25_2922,NO,6651.0,1.496,0.084,REJECTED_UNDER_PF
C25_2923,NO,6771.5,1.514,0.086,REJECTED_UNDER_PF
C25_2924,NO,6892.0,1.532,0.088,REJECTED_UNDER_PF
C25_2925,YES,7012.5,1.55,0.09,PASS
C25_2926,NO,7133.0,1.568,0.092,REJECTED_UNDER_PF
C25_2927,NO,7253.5,1.586,0.094,REJECTED_UNDER_PF
C25_2928,NO,7374.0,1.604,0.096,REJECTED_UNDER_PF
C25_2929,NO,7494.5,1.622,0.098,REJECTED_UNDER_PF
C25_2930,YES,7615.0,1.64,0.1,PASS
C25_2931,NO,7735.5,1.658,0.102,REJECTED_UNDER_PF
C25_2932,NO,7856.0,1.676,0.104,REJECTED_UNDER_PF
C25_2933,NO,7976.5,1.694,0.106,REJECTED_UNDER_PF
C25_2934,NO,8097.0,1.712,0.108,REJECTED_UNDER_PF
C25_2935,YES,8217.5,1.73,0.11,PASS
C25_2936,NO,8338.0,1.748,0.112,REJECTED_UNDER_PF
C25_2937,NO,8458.5,1.766,0.114,REJECTED_UNDER_PF
C25_2938,NO,8579.0,1.784,0.116,REJECTED_UNDER_PF
C25_2939,NO,8699.5,1.802,0.118,REJECTED_UNDER_PF
C25_2940,YES,8820.0,1.82,0.12,PASS
C25_2941,NO,8940.5,1.838,0.122,REJECTED_UNDER_PF
C25_2942,NO,9061.0,1.856,0.124,REJECTED_UNDER_PF
C25_2943,NO,9181.5,1.874,0.126,REJECTED_UNDER_PF
C25_2944,NO,9302.0,1.892,0.128,REJECTED_UNDER_PF
C25_2945,YES,9422.5,1.91,0.13,PASS
C25_2946,NO,9543.0,1.928,0.132,REJECTED_UNDER_PF
C25_2947,NO,9663.5,1.946,0.134,REJECTED_UNDER_PF
C25_2948,NO,9784.0,1.964,0.136,REJECTED_UNDER_PF
C25_2949,NO,9904.5,1.982,0.138,REJECTED_UNDER_PF
C25_2950,YES,10025.0,2.0,0.14,PASS
C25_2951,NO,10145.5,2.018,0.142,REJECTED_UNDER_PF
C25_2952,NO,10266.0,2.036,0.144,REJECTED_UNDER_PF
C25_2953,NO,10386.5,2.054,0.146,REJECTED_UNDER_PF
C25_2954,NO,10507.0,2.072,0.148,REJECTED_UNDER_PF
C25_2955,YES,10627.5,2.09,0.15,PASS
C25_2956,NO,10748.0,2.108,0.152,REJECTED_UNDER_PF
C25_2957,NO,10868.5,2.126,0.154,REJECTED_UNDER_PF
C25_2958,NO,10989.0,2.144,0.156,REJECTED_UNDER_PF
C25_2959,NO,11109.5,2.162,0.158,REJECTED_UNDER_PF
C25_2960,YES,11230.0,2.18,0.16,PASS
C25_2961,NO,11350.5,2.198,0.162,REJECTED_UNDER_PF
C25_2962,NO,11471.0,2.216,0.164,REJECTED_UNDER_PF
C25_2963,NO,11591.5,2.234,0.166,REJECTED_UNDER_PF
C25_2964,NO,11712.0,2.252,0.168,REJECTED_UNDER_PF
C25_2965,YES,11832.5,2.27,0.17,PASS
C25_2966,NO,11953.0,2.288,0.172,REJECTED_UNDER_PF
C25_2967,NO,12073.5,2.306,0.174,REJECTED_UNDER_PF
C25_2968,NO,12194.0,2.324,0.176,REJECTED_UNDER_PF
C25_2969,NO,12314.5,2.342,0.178,REJECTED_UNDER_PF
C25_2970,YES,12435.0,2.36,0.18,PASS
C25_2971,NO,12555.5,2.378,0.182,REJECTED_UNDER_PF
C25_2972,NO,12676.0,2.396,0.184,REJECTED_UNDER_PF
C25_2973,NO,12796.5,2.414,0.186,REJECTED_UNDER_PF
C25_2974,NO,12917.0,2.432,0.188,REJECTED_UNDER_PF
C25_2975,YES,13037.5,2.45,0.19,PASS
C25_2976,NO,13158.0,2.468,0.192,REJECTED_UNDER_PF
C25_2977,NO,13278.5,2.486,0.194,REJECTED_UNDER_PF
C25_2978,NO,13399.0,2.504,0.196,REJECTED_UNDER_PF
C25_2979,NO,13519.5,2.522,0.198,REJECTED_UNDER_PF
C25_2980,YES,13640.0,2.54,0.2,PASS
C25_2981,NO,13760.5,2.558,0.202,REJECTED_UNDER_PF
C25_2982,NO,13881.0,2.576,0.204,REJECTED_UNDER_PF
C25_2983,NO,14001.5,2.594,0.206,REJECTED_UNDER_PF
C25_2984,NO,14122.0,2.612,0.208,REJECTED_UNDER_PF
C25_2985,YES,14242.5,2.63,0.21,PASS
C25_2986,NO,14363.0,2.648,0.212,REJECTED_UNDER_PF
C25_2987,NO,14483.5,2.666,0.214,REJECTED_UNDER_PF
C25_2988,NO,14604.0,2.684,0.216,REJECTED_UNDER_PF
C25_2989,NO,14724.5,2.702,0.218,REJECTED_UNDER_PF
C25_2990,YES,14845.0,2.72,0.22,PASS
C25_2991,NO,14965.5,2.738,0.222,REJECTED_UNDER_PF
C25_2992,NO,15086.0,2.756,0.224,REJECTED_UNDER_PF
C25_2993,NO,15206.5,2.774,0.226,REJECTED_UNDER_PF
C25_2994,NO,15327.0,2.792,0.228,REJECTED_UNDER_PF
C25_2995,YES,15447.5,2.81,0.23,PASS
C25_2996,NO,15568.0,2.828,0.232,REJECTED_UNDER_PF
C25_2997,NO,15688.5,2.846,0.234,REJECTED_UNDER_PF
C25_2998,NO,15809.0,2.864,0.236,REJECTED_UNDER_PF
C25_2999,NO,15929.5,2.882,0.238,REJECTED_UNDER_PF
C25_3000,YES,4000.0,1.1,0.04,PASS
C25_3001,NO,4120.5,1.118,0.042,REJECTED_UNDER_PF
C25_3002,NO,4241.0,1.136,0.044,REJECTED_UNDER_PF
C25_3003,NO,4361.5,1.154,0.046,REJECTED_UNDER_PF
C25_3004,NO,4482.0,1.172,0.048,REJECTED_UNDER_PF
C25_3005,YES,4602.5,1.19,0.05,PASS
C25_3006,NO,4723.0,1.208,0.052,REJECTED_UNDER_PF
C25_3007,NO,4843.5,1.226,0.054,REJECTED_UNDER_PF
C25_3008,NO,4964.0,1.244,0.056,REJECTED_UNDER_PF
C25_3009,NO,5084.5,1.262,0.058,REJECTED_UNDER_PF
C25_3010,YES,5205.0,1.28,0.06,PASS
C25_3011,NO,5325.5,1.298,0.062,REJECTED_UNDER_PF
C25_3012,NO,5446.0,1.316,0.064,REJECTED_UNDER_PF
C25_3013,NO,5566.5,1.334,0.066,REJECTED_UNDER_PF
C25_3014,NO,5687.0,1.352,0.068,REJECTED_UNDER_PF
C25_3015,YES,5807.5,1.37,0.07,PASS
