workspace,file_path,artifact_type,phase,candidate_logic_found,teacher_only_logic,live_safe_logic,missing_logic,useful_lower_timeframe_artifact,unique_vs_github_checkout
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_audit_manifest.json,structured_artifact,phase26_1,ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_entry_sleeve_forensics.csv,structured_artifact,phase26_1,retest;VWAP;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_exit_risk_forensics.md,report_or_note,phase26_1,ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_extreme_pf8_acceptance_audit_report.md,report_or_note,phase26_1,ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_live_known_feature_matrix.csv,structured_artifact,phase26_1,retest;ATR,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_live_shadow_execution_simulation_report.md,report_or_note,phase26_1,15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_trade_lineage_graph.csv,structured_artifact,phase26_1,PF1.2;retest;VWAP,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_triple_system_stress_matrix.csv,structured_artifact,phase26_1,funding;ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_1_triple_truth_lock.csv,structured_artifact,phase26_1,PF1.2,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase26_1_runner.py,source,phase26_1,PF1.2;retest;VWAP;funding;ATR;15m;5m,YES,NO,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase26_1_realism.py,source,phase26_1,ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase27_live_execution_audit.csv,structured_artifact,phase27,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase27_pf8_hardening_multi_asset_validation_report.md,report_or_note,phase27,funding;ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase27_stress_results.csv,structured_artifact,phase27,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase27_data_setup.py,source,phase27,funding;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase27_runner.py,source,phase27,funding;ATR,YES,NO,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase28_audit_manifest.json,structured_artifact,phase28,ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase28_benchmark_stack_preservation.csv,structured_artifact,phase28,PF1.2,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase28_entry_exit_rule_serialization.md,report_or_note,phase28,retest;VWAP;funding;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase28_full_metrics_matrix.csv,structured_artifact,phase28,ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase28_pf81_benchmark_lock_and_operating_manual_report.md,report_or_note,phase28,ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase28_sleeve_contribution_matrix.csv,structured_artifact,phase28,retest;VWAP;ATR,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase28_runner.py,source,phase28,PF1.2;retest;VWAP;funding;ATR;15m;5m,YES,NO,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase28_realism.py,source,phase28,ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase3_regime_adaptive_strategy_research_report.md,report_or_note,phase3,VWAP;funding;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_e2e_phase3.py,source,phase3,expected R;funding;15m;5m,NO,YES,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase4_search_forensics_and_strategy_discovery_report.md,report_or_note,phase4,retest;funding;ATR;15m;5m;raw signal,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\scratch\phase4_formatted.md,report_or_note,phase4,retest;funding;ATR;15m;5m;raw signal,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase5_monthly_consistency_conversion_report.md,report_or_note,phase5,retest;funding;ATR;15m;5m;raw signal,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase6_baseline_protection_full_search_report.md,report_or_note,phase6,funding;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase6_verification.py,source,phase6,funding;ADX;ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase7_full_search_completion_and_selection_audit.md,report_or_note,phase7,funding;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase7_ultradeep_monthly_consistency_research_report.md,report_or_note,phase7,funding;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase7_verification.py,source,phase7,funding;ADX;ATR,NO,YES,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase8_alpha_distillation_and_fusion_report.md,report_or_note,phase8,funding;ATR;15m;5m;raw signal,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase8_alpha_distillation_mtf_fusion_report.md,report_or_note,phase8,funding;ATR;15m;5m;raw signal,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase8_runner.py,source,phase8,funding;ADX;ATR;15m;5m;raw signal,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase8_verification.py,source,phase8,funding;ADX;ATR;15m;5m,NO,YES,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\.agents\orchestrator_phase8_1\BRIEFING.md,report_or_note,phase8_1,5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\.agents\orchestrator_phase8_1\handoff.md,report_or_note,phase8_1,ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\.agents\orchestrator_phase8_1\plan.md,report_or_note,phase8_1,ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\.agents\orchestrator_phase8_2\plan.md,report_or_note,phase8_2,ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\.agents\orchestrator_phase8_3\BRIEFING.md,report_or_note,phase8_3,ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\.agents\orchestrator_phase8_3\plan.md,report_or_note,phase8_3,ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase9_research_and_fusion_report.md,report_or_note,phase9,funding;ADX;ATR;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase9_runner.py,source,phase9,funding;ADX;ATR;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase9_verification.py,source,phase9,funding;ATR,NO,YES,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\ORIGINAL_REQUEST.md,report_or_note,,retest;ATR;MFE;MAE;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\auditor_m3_1\BRIEFING.md,report_or_note,,ATR,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\auditor_m3_1\ORIGINAL_REQUEST.md,report_or_note,,ATR,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\auditor_m3_1\progress.md,report_or_note,,ATR,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\orchestrator\plan.md,report_or_note,,funding,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\reviewer_m3_1\BRIEFING.md,report_or_note,,5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\reviewer_m3_1\ORIGINAL_REQUEST.md,report_or_note,,5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\reviewer_m3_1\handoff.md,report_or_note,,ATR;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\reviewer_m3_1\verify_baselines.py,source,,funding;ADX;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m1\BRIEFING.md,report_or_note,,funding,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m1\handoff.md,report_or_note,,funding,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_1\BRIEFING.md,report_or_note,,15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_1\ORIGINAL_REQUEST.md,report_or_note,,retest;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_1\handoff.md,report_or_note,,retest;funding;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_2\BRIEFING.md,report_or_note,,15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_2\ORIGINAL_REQUEST.md,report_or_note,,retest;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_2\handoff.md,report_or_note,,retest;VWAP;funding;ADX;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_2\progress.md,report_or_note,,retest;ATR,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_3\BRIEFING.md,report_or_note,,retest;funding;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_3\ORIGINAL_REQUEST.md,report_or_note,,retest;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_3\handoff.md,report_or_note,,retest;funding;ADX;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\teamwork_preview_explorer_m3_3\progress.md,report_or_note,,retest;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m1_1\handoff.md,report_or_note,,VWAP;funding,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m2_1\BRIEFING.md,report_or_note,,ATR;MFE;MAE,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m2_1\ORIGINAL_REQUEST.md,report_or_note,,ATR;MFE;MAE,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m2_1\handoff.md,report_or_note,,funding;ATR;MFE;MAE;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m2_1\progress.md,report_or_note,,ATR,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_1\BRIEFING.md,report_or_note,,retest,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_1\ORIGINAL_REQUEST.md,report_or_note,,retest;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_1\handoff.md,report_or_note,,15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_1\progress.md,report_or_note,,15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_2\BRIEFING.md,report_or_note,,5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_2\ORIGINAL_REQUEST.md,report_or_note,,ATR;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_3\ORIGINAL_REQUEST.md,report_or_note,,ATR;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.agents\worker_m3_3\handoff.md,report_or_note,,5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\.gitignore,other,,5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\ORIGINAL_REQUEST.md,report_or_note,,retest;VWAP;funding;ADX;ATR;MFE;MAE;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\PROMPT_EVOLUTION_LOG.md,report_or_note,,funding,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\README.md,report_or_note,,funding;ATR,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\RULES_AND_REGULATIONS.md,report_or_note,,funding,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\WALKTHROUGH.md,report_or_note,,Variant B;Variant C;Precision Fusion 1.2;MFE;MAE,NO,ANALYSIS_ONLY,exact PF1.2 executable router,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\check_data.py,source,,funding;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\configs\costs.yaml,structured_artifact,,funding,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\configs\project.yaml,structured_artifact,,15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\configs\stress_tests.yaml,structured_artifact,,15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\data\processed\BNBUSDT_1h_processed.csv,structured_artifact,,funding,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\data\processed\BTCUSDT_15m_processed.csv,structured_artifact,,funding;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\data\processed\BTCUSDT_1h_processed.csv,structured_artifact,,funding,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\data\processed\ETHUSDT_1h_processed.csv,structured_artifact,,funding,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\data\processed\SOLUSDT_1h_processed.csv,structured_artifact,,funding,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\reports\distillation_matrices.json,structured_artifact,,funding;ATR;MFE;MAE,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\reports\final_strategy_research_report.md,report_or_note,,VWAP;funding;ADX;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\reports\hybrid_sweep_results.csv,structured_artifact,,ATR,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\reports\research_ideas.json,structured_artifact,,retest;VWAP;funding;ADX;ATR;MFE;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\reports\research_ideas_leaderboard.md,report_or_note,,retest;VWAP;funding;ADX;ATR;MFE;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\reports\trades_dna_floor.csv,structured_artifact,,funding;ADX;ATR;MFE;MAE,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\reports\trades_dna_hybrid.csv,structured_artifact,,funding;ADX;ATR;MFE;MAE,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\reports\walkthrough.md,report_or_note,,Precision Fusion 1.2;retest;funding;ADX;MFE,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\scratch\benchmark.py,source,,funding;ADX;ATR,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\scratch\calibrate_precision_variants.py,source,,Variant B;Variant C;funding,YES,NO,exact PF1.2 executable router,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\scratch\calibrate_precision_with_filtering.py,source,,Variant B;Variant C;funding,YES,NO,exact PF1.2 executable router,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\scratch\diagnose_p8.py,source,,ADX;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\scratch\diagnose_parallel_diff.py,source,,funding;ADX;ATR,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\scratch\diagnose_parallel_stress.py,source,,funding;ADX;ATR,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\scratch\diagnose_stress_normal.py,source,,funding;ADX;ATR,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\scratch\distill.py,source,,funding;ADX;ATR;MFE;MAE,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\scratch\dynamic_exits_results.md,report_or_note,,ATR,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\scratch\evaluate_all_types.py,source,,retest;VWAP;funding;ADX;ATR,NO,ANALYSIS_ONLY,,YES,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\scratch\extract_negative_months.py,source,,ADX;ATR,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\scratch\filter_optimization_results.md,report_or_note,,ADX;ATR,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\scratch\find_best_hybrid.py,source,,ATR,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\scratch\forensics_matrix.md,report_or_note,,funding;ADX;ATR,NO,ANALYSIS_ONLY,,NO,NO
github_checkout,C:\Users\HP\Documents\Codex\2026-07-01\spaciousabhi-binance-futures-backtest-research-https\work\binance-futures-backtest-research\scratch\generate_manifest.py,source,,funding;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
