candidate_id,idea_id,template_type,parameters,no_lookahead_audit_status,execution_status,metric_status
CAND_0512,IDEA_002,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.0, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0513,IDEA_003,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.0, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0514,IDEA_004,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0515,IDEA_005,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0516,IDEA_006,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0517,IDEA_007,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0518,IDEA_008,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0519,IDEA_009,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0520,IDEA_010,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0521,IDEA_011,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0522,IDEA_012,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0523,IDEA_013,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0524,IDEA_014,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0525,IDEA_015,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0526,IDEA_001,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0527,IDEA_002,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0528,IDEA_003,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0529,IDEA_004,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0530,IDEA_005,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0531,IDEA_006,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0532,IDEA_007,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0533,IDEA_008,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0534,IDEA_009,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0535,IDEA_010,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0536,IDEA_011,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0537,IDEA_012,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0538,IDEA_013,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0539,IDEA_014,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0540,IDEA_015,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0541,IDEA_001,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0542,IDEA_002,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0543,IDEA_003,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0544,IDEA_004,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0545,IDEA_005,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0546,IDEA_006,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0547,IDEA_007,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0548,IDEA_008,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0549,IDEA_009,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0550,IDEA_010,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0551,IDEA_011,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0552,IDEA_012,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0553,IDEA_013,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0554,IDEA_014,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0555,IDEA_015,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0556,IDEA_001,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0557,IDEA_002,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0558,IDEA_003,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0559,IDEA_004,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0560,IDEA_005,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0561,IDEA_006,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0562,IDEA_007,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0563,IDEA_008,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0564,IDEA_009,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0565,IDEA_010,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0566,IDEA_011,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0567,IDEA_012,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0568,IDEA_013,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0569,IDEA_014,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0570,IDEA_015,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0571,IDEA_001,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0572,IDEA_002,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0573,IDEA_003,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0574,IDEA_004,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0575,IDEA_005,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0576,IDEA_006,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0577,IDEA_007,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0578,IDEA_008,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0579,IDEA_009,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0580,IDEA_010,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0581,IDEA_011,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0582,IDEA_012,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0583,IDEA_013,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0584,IDEA_014,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 3.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
