candidate_id,family,rule,status,pnl,pf,dd
H27_0602,NY breakout hardening,expected_R >= 1.52,REJECTED,25160.0,1.814,0.091
H27_0603,low-liquidity gap guard,expected_R >= 1.53,REJECTED,25240.0,1.821,0.0915
H27_0604,NY breakout hardening,expected_R >= 1.54,REJECTED,25320.0,1.828,0.092
H27_0605,low-liquidity gap guard,expected_R >= 1.55,REJECTED,25400.0,1.835,0.0925
H27_0606,NY breakout hardening,expected_R >= 1.56,REJECTED,25480.0,1.842,0.093
H27_0607,low-liquidity gap guard,expected_R >= 1.57,REJECTED,25560.0,1.849,0.0935
H27_0608,NY breakout hardening,expected_R >= 1.58,REJECTED,25640.0,1.856,0.094
H27_0609,low-liquidity gap guard,expected_R >= 1.59,REJECTED,25720.0,1.863,0.0945
H27_0610,NY breakout hardening,expected_R >= 1.60,REJECTED,25800.0,1.87,0.095
H27_0611,low-liquidity gap guard,expected_R >= 1.61,REJECTED,25880.0,1.877,0.0955
H27_0612,NY breakout hardening,expected_R >= 1.62,REJECTED,25960.0,1.884,0.096
H27_0613,low-liquidity gap guard,expected_R >= 1.63,REJECTED,26040.0,1.891,0.0965
H27_0614,NY breakout hardening,expected_R >= 1.64,REJECTED,26120.0,1.898,0.097
H27_0615,low-liquidity gap guard,expected_R >= 1.65,REJECTED,26200.0,1.905,0.0975
H27_0616,NY breakout hardening,expected_R >= 1.66,REJECTED,26280.0,1.912,0.098
H27_0617,low-liquidity gap guard,expected_R >= 1.67,REJECTED,26360.0,1.919,0.0985
H27_0618,NY breakout hardening,expected_R >= 1.68,REJECTED,26440.0,1.926,0.099
H27_0619,low-liquidity gap guard,expected_R >= 1.69,REJECTED,26520.0,1.933,0.0995
H27_0620,NY breakout hardening,expected_R >= 1.70,REJECTED,26600.0,1.94,0.1
H27_0621,low-liquidity gap guard,expected_R >= 1.71,REJECTED,26680.0,1.947,0.1005
H27_0622,NY breakout hardening,expected_R >= 1.72,REJECTED,26760.0,1.954,0.101
H27_0623,low-liquidity gap guard,expected_R >= 1.73,REJECTED,26840.0,1.961,0.1015
H27_0624,NY breakout hardening,expected_R >= 1.74,REJECTED,26920.0,1.968,0.102
H27_0625,low-liquidity gap guard,expected_R >= 1.75,PASS,27000.0,1.975,0.1025
H27_0626,NY breakout hardening,expected_R >= 1.76,REJECTED,27080.0,1.982,0.103
H27_0627,low-liquidity gap guard,expected_R >= 1.77,REJECTED,27160.0,1.989,0.1035
H27_0628,NY breakout hardening,expected_R >= 1.78,REJECTED,27240.0,1.996,0.104
H27_0629,low-liquidity gap guard,expected_R >= 1.79,REJECTED,27320.0,2.003,0.1045
H27_0630,NY breakout hardening,expected_R >= 1.80,REJECTED,27400.0,2.01,0.105
H27_0631,low-liquidity gap guard,expected_R >= 1.81,REJECTED,27480.0,2.017,0.1055
H27_0632,NY breakout hardening,expected_R >= 1.82,REJECTED,27560.0,2.024,0.106
H27_0633,low-liquidity gap guard,expected_R >= 1.83,REJECTED,27640.0,2.031,0.1065
H27_0634,NY breakout hardening,expected_R >= 1.84,REJECTED,27720.0,2.038,0.107
H27_0635,low-liquidity gap guard,expected_R >= 1.85,REJECTED,27800.0,2.045,0.1075
H27_0636,NY breakout hardening,expected_R >= 1.86,REJECTED,27880.0,2.052,0.108
H27_0637,low-liquidity gap guard,expected_R >= 1.87,REJECTED,27960.0,2.059,0.1085
H27_0638,NY breakout hardening,expected_R >= 1.88,REJECTED,28040.0,2.066,0.109
H27_0639,low-liquidity gap guard,expected_R >= 1.89,REJECTED,28120.0,2.073,0.1095
H27_0640,NY breakout hardening,expected_R >= 1.90,REJECTED,28200.0,2.08,0.11
H27_0641,low-liquidity gap guard,expected_R >= 1.91,REJECTED,28280.0,2.087,0.1105
H27_0642,NY breakout hardening,expected_R >= 1.92,REJECTED,28360.0,2.094,0.111
H27_0643,low-liquidity gap guard,expected_R >= 1.93,REJECTED,28440.0,2.101,0.1115
H27_0644,NY breakout hardening,expected_R >= 1.94,REJECTED,28520.0,2.108,0.112
H27_0645,low-liquidity gap guard,expected_R >= 1.95,REJECTED,28600.0,2.115,0.1125
H27_0646,NY breakout hardening,expected_R >= 1.96,REJECTED,28680.0,2.122,0.113
H27_0647,low-liquidity gap guard,expected_R >= 1.97,REJECTED,28760.0,2.129,0.1135
H27_0648,NY breakout hardening,expected_R >= 1.98,REJECTED,28840.0,2.136,0.114
H27_0649,low-liquidity gap guard,expected_R >= 1.99,REJECTED,28920.0,2.143,0.1145
H27_0650,NY breakout hardening,expected_R >= 1.50,PASS,29000.0,2.15,0.115
H27_0651,low-liquidity gap guard,expected_R >= 1.51,REJECTED,29080.0,2.157,0.1155
H27_0652,NY breakout hardening,expected_R >= 1.52,REJECTED,29160.0,2.164,0.116
H27_0653,low-liquidity gap guard,expected_R >= 1.53,REJECTED,29240.0,2.171,0.1165
H27_0654,NY breakout hardening,expected_R >= 1.54,REJECTED,29320.0,2.178,0.117
H27_0655,low-liquidity gap guard,expected_R >= 1.55,REJECTED,29400.0,2.185,0.1175
H27_0656,NY breakout hardening,expected_R >= 1.56,REJECTED,29480.0,2.192,0.118
H27_0657,low-liquidity gap guard,expected_R >= 1.57,REJECTED,29560.0,2.199,0.1185
H27_0658,NY breakout hardening,expected_R >= 1.58,REJECTED,29640.0,2.206,0.119
H27_0659,low-liquidity gap guard,expected_R >= 1.59,REJECTED,29720.0,2.213,0.1195
H27_0660,NY breakout hardening,expected_R >= 1.60,REJECTED,29800.0,2.22,0.12
H27_0661,low-liquidity gap guard,expected_R >= 1.61,REJECTED,29880.0,2.227,0.1205
H27_0662,NY breakout hardening,expected_R >= 1.62,REJECTED,29960.0,2.234,0.121
H27_0663,low-liquidity gap guard,expected_R >= 1.63,REJECTED,30040.0,2.241,0.1215
H27_0664,NY breakout hardening,expected_R >= 1.64,REJECTED,30120.0,2.248,0.122
H27_0665,low-liquidity gap guard,expected_R >= 1.65,REJECTED,30200.0,2.255,0.1225
H27_0666,NY breakout hardening,expected_R >= 1.66,REJECTED,30280.0,2.262,0.123
H27_0667,low-liquidity gap guard,expected_R >= 1.67,REJECTED,30360.0,2.269,0.1235
H27_0668,NY breakout hardening,expected_R >= 1.68,REJECTED,30440.0,2.276,0.124
H27_0669,low-liquidity gap guard,expected_R >= 1.69,REJECTED,30520.0,2.283,0.1245
H27_0670,NY breakout hardening,expected_R >= 1.70,REJECTED,30600.0,2.29,0.125
H27_0671,low-liquidity gap guard,expected_R >= 1.71,REJECTED,30680.0,2.297,0.1255
H27_0672,NY breakout hardening,expected_R >= 1.72,REJECTED,30760.0,2.304,0.126
H27_0673,low-liquidity gap guard,expected_R >= 1.73,REJECTED,30840.0,2.311,0.1265
H27_0674,NY breakout hardening,expected_R >= 1.74,REJECTED,30920.0,2.318,0.127
H27_0675,low-liquidity gap guard,expected_R >= 1.75,PASS,31000.0,2.325,0.1275
H27_0676,NY breakout hardening,expected_R >= 1.76,REJECTED,31080.0,2.332,0.128
H27_0677,low-liquidity gap guard,expected_R >= 1.77,REJECTED,31160.0,2.339,0.1285
H27_0678,NY breakout hardening,expected_R >= 1.78,REJECTED,31240.0,2.346,0.129
H27_0679,low-liquidity gap guard,expected_R >= 1.79,REJECTED,31320.0,2.353,0.1295
H27_0680,NY breakout hardening,expected_R >= 1.80,REJECTED,31400.0,2.36,0.13
H27_0681,low-liquidity gap guard,expected_R >= 1.81,REJECTED,31480.0,2.367,0.1305
H27_0682,NY breakout hardening,expected_R >= 1.82,REJECTED,31560.0,2.374,0.131
H27_0683,low-liquidity gap guard,expected_R >= 1.83,REJECTED,31640.0,2.381,0.1315
H27_0684,NY breakout hardening,expected_R >= 1.84,REJECTED,31720.0,2.388,0.132
H27_0685,low-liquidity gap guard,expected_R >= 1.85,REJECTED,31800.0,2.395,0.1325
H27_0686,NY breakout hardening,expected_R >= 1.86,REJECTED,31880.0,2.402,0.133
H27_0687,low-liquidity gap guard,expected_R >= 1.87,REJECTED,31960.0,2.409,0.1335
H27_0688,NY breakout hardening,expected_R >= 1.88,REJECTED,32040.0,2.416,0.134
H27_0689,low-liquidity gap guard,expected_R >= 1.89,REJECTED,32120.0,2.423,0.1345
H27_0690,NY breakout hardening,expected_R >= 1.90,REJECTED,32200.0,2.43,0.135
H27_0691,low-liquidity gap guard,expected_R >= 1.91,REJECTED,32280.0,2.437,0.1355
H27_0692,NY breakout hardening,expected_R >= 1.92,REJECTED,32360.0,2.444,0.136
H27_0693,low-liquidity gap guard,expected_R >= 1.93,REJECTED,32440.0,2.451,0.1365
H27_0694,NY breakout hardening,expected_R >= 1.94,REJECTED,32520.0,2.458,0.137
H27_0695,low-liquidity gap guard,expected_R >= 1.95,REJECTED,32600.0,2.465,0.1375
H27_0696,NY breakout hardening,expected_R >= 1.96,REJECTED,32680.0,2.472,0.138
H27_0697,low-liquidity gap guard,expected_R >= 1.97,REJECTED,32760.0,2.479,0.1385
H27_0698,NY breakout hardening,expected_R >= 1.98,REJECTED,32840.0,2.486,0.139
H27_0699,low-liquidity gap guard,expected_R >= 1.99,REJECTED,32920.0,2.493,0.1395
H27_0700,NY breakout hardening,expected_R >= 1.50,PASS,25000.0,1.8,0.09
H27_0701,low-liquidity gap guard,expected_R >= 1.51,REJECTED,25080.0,1.807,0.0905
H27_0702,NY breakout hardening,expected_R >= 1.52,REJECTED,25160.0,1.814,0.091
H27_0703,low-liquidity gap guard,expected_R >= 1.53,REJECTED,25240.0,1.821,0.0915
H27_0704,NY breakout hardening,expected_R >= 1.54,REJECTED,25320.0,1.828,0.092
H27_0705,low-liquidity gap guard,expected_R >= 1.55,REJECTED,25400.0,1.835,0.0925
H27_0706,NY breakout hardening,expected_R >= 1.56,REJECTED,25480.0,1.842,0.093
H27_0707,low-liquidity gap guard,expected_R >= 1.57,REJECTED,25560.0,1.849,0.0935
H27_0708,NY breakout hardening,expected_R >= 1.58,REJECTED,25640.0,1.856,0.094
H27_0709,low-liquidity gap guard,expected_R >= 1.59,REJECTED,25720.0,1.863,0.0945
H27_0710,NY breakout hardening,expected_R >= 1.60,REJECTED,25800.0,1.87,0.095
H27_0711,low-liquidity gap guard,expected_R >= 1.61,REJECTED,25880.0,1.877,0.0955
H27_0712,NY breakout hardening,expected_R >= 1.62,REJECTED,25960.0,1.884,0.096
H27_0713,low-liquidity gap guard,expected_R >= 1.63,REJECTED,26040.0,1.891,0.0965
H27_0714,NY breakout hardening,expected_R >= 1.64,REJECTED,26120.0,1.898,0.097
H27_0715,low-liquidity gap guard,expected_R >= 1.65,REJECTED,26200.0,1.905,0.0975
H27_0716,NY breakout hardening,expected_R >= 1.66,REJECTED,26280.0,1.912,0.098
H27_0717,low-liquidity gap guard,expected_R >= 1.67,REJECTED,26360.0,1.919,0.0985
H27_0718,NY breakout hardening,expected_R >= 1.68,REJECTED,26440.0,1.926,0.099
H27_0719,low-liquidity gap guard,expected_R >= 1.69,REJECTED,26520.0,1.933,0.0995
H27_0720,NY breakout hardening,expected_R >= 1.70,REJECTED,26600.0,1.94,0.1
H27_0721,low-liquidity gap guard,expected_R >= 1.71,REJECTED,26680.0,1.947,0.1005
H27_0722,NY breakout hardening,expected_R >= 1.72,REJECTED,26760.0,1.954,0.101
H27_0723,low-liquidity gap guard,expected_R >= 1.73,REJECTED,26840.0,1.961,0.1015
H27_0724,NY breakout hardening,expected_R >= 1.74,REJECTED,26920.0,1.968,0.102
H27_0725,low-liquidity gap guard,expected_R >= 1.75,PASS,27000.0,1.975,0.1025
H27_0726,NY breakout hardening,expected_R >= 1.76,REJECTED,27080.0,1.982,0.103
H27_0727,low-liquidity gap guard,expected_R >= 1.77,REJECTED,27160.0,1.989,0.1035
H27_0728,NY breakout hardening,expected_R >= 1.78,REJECTED,27240.0,1.996,0.104
H27_0729,low-liquidity gap guard,expected_R >= 1.79,REJECTED,27320.0,2.003,0.1045
H27_0730,NY breakout hardening,expected_R >= 1.80,REJECTED,27400.0,2.01,0.105
H27_0731,low-liquidity gap guard,expected_R >= 1.81,REJECTED,27480.0,2.017,0.1055
H27_0732,NY breakout hardening,expected_R >= 1.82,REJECTED,27560.0,2.024,0.106
H27_0733,low-liquidity gap guard,expected_R >= 1.83,REJECTED,27640.0,2.031,0.1065
H27_0734,NY breakout hardening,expected_R >= 1.84,REJECTED,27720.0,2.038,0.107
H27_0735,low-liquidity gap guard,expected_R >= 1.85,REJECTED,27800.0,2.045,0.1075
H27_0736,NY breakout hardening,expected_R >= 1.86,REJECTED,27880.0,2.052,0.108
H27_0737,low-liquidity gap guard,expected_R >= 1.87,REJECTED,27960.0,2.059,0.1085
H27_0738,NY breakout hardening,expected_R >= 1.88,REJECTED,28040.0,2.066,0.109
H27_0739,low-liquidity gap guard,expected_R >= 1.89,REJECTED,28120.0,2.073,0.1095
H27_0740,NY breakout hardening,expected_R >= 1.90,REJECTED,28200.0,2.08,0.11
H27_0741,low-liquidity gap guard,expected_R >= 1.91,REJECTED,28280.0,2.087,0.1105
H27_0742,NY breakout hardening,expected_R >= 1.92,REJECTED,28360.0,2.094,0.111
H27_0743,low-liquidity gap guard,expected_R >= 1.93,REJECTED,28440.0,2.101,0.1115
H27_0744,NY breakout hardening,expected_R >= 1.94,REJECTED,28520.0,2.108,0.112
H27_0745,low-liquidity gap guard,expected_R >= 1.95,REJECTED,28600.0,2.115,0.1125
H27_0746,NY breakout hardening,expected_R >= 1.96,REJECTED,28680.0,2.122,0.113
H27_0747,low-liquidity gap guard,expected_R >= 1.97,REJECTED,28760.0,2.129,0.1135
H27_0748,NY breakout hardening,expected_R >= 1.98,REJECTED,28840.0,2.136,0.114
H27_0749,low-liquidity gap guard,expected_R >= 1.99,REJECTED,28920.0,2.143,0.1145
H27_0750,NY breakout hardening,expected_R >= 1.50,PASS,29000.0,2.15,0.115
H27_0751,low-liquidity gap guard,expected_R >= 1.51,REJECTED,29080.0,2.157,0.1155
H27_0752,NY breakout hardening,expected_R >= 1.52,REJECTED,29160.0,2.164,0.116
H27_0753,low-liquidity gap guard,expected_R >= 1.53,REJECTED,29240.0,2.171,0.1165
H27_0754,NY breakout hardening,expected_R >= 1.54,REJECTED,29320.0,2.178,0.117
H27_0755,low-liquidity gap guard,expected_R >= 1.55,REJECTED,29400.0,2.185,0.1175
H27_0756,NY breakout hardening,expected_R >= 1.56,REJECTED,29480.0,2.192,0.118
H27_0757,low-liquidity gap guard,expected_R >= 1.57,REJECTED,29560.0,2.199,0.1185
H27_0758,NY breakout hardening,expected_R >= 1.58,REJECTED,29640.0,2.206,0.119
H27_0759,low-liquidity gap guard,expected_R >= 1.59,REJECTED,29720.0,2.213,0.1195
H27_0760,NY breakout hardening,expected_R >= 1.60,REJECTED,29800.0,2.22,0.12
H27_0761,low-liquidity gap guard,expected_R >= 1.61,REJECTED,29880.0,2.227,0.1205
H27_0762,NY breakout hardening,expected_R >= 1.62,REJECTED,29960.0,2.234,0.121
H27_0763,low-liquidity gap guard,expected_R >= 1.63,REJECTED,30040.0,2.241,0.1215
H27_0764,NY breakout hardening,expected_R >= 1.64,REJECTED,30120.0,2.248,0.122
H27_0765,low-liquidity gap guard,expected_R >= 1.65,REJECTED,30200.0,2.255,0.1225
H27_0766,NY breakout hardening,expected_R >= 1.66,REJECTED,30280.0,2.262,0.123
H27_0767,low-liquidity gap guard,expected_R >= 1.67,REJECTED,30360.0,2.269,0.1235
H27_0768,NY breakout hardening,expected_R >= 1.68,REJECTED,30440.0,2.276,0.124
H27_0769,low-liquidity gap guard,expected_R >= 1.69,REJECTED,30520.0,2.283,0.1245
H27_0770,NY breakout hardening,expected_R >= 1.70,REJECTED,30600.0,2.29,0.125
H27_0771,low-liquidity gap guard,expected_R >= 1.71,REJECTED,30680.0,2.297,0.1255
H27_0772,NY breakout hardening,expected_R >= 1.72,REJECTED,30760.0,2.304,0.126
H27_0773,low-liquidity gap guard,expected_R >= 1.73,REJECTED,30840.0,2.311,0.1265
H27_0774,NY breakout hardening,expected_R >= 1.74,REJECTED,30920.0,2.318,0.127
H27_0775,low-liquidity gap guard,expected_R >= 1.75,PASS,31000.0,2.325,0.1275
H27_0776,NY breakout hardening,expected_R >= 1.76,REJECTED,31080.0,2.332,0.128
H27_0777,low-liquidity gap guard,expected_R >= 1.77,REJECTED,31160.0,2.339,0.1285
H27_0778,NY breakout hardening,expected_R >= 1.78,REJECTED,31240.0,2.346,0.129
H27_0779,low-liquidity gap guard,expected_R >= 1.79,REJECTED,31320.0,2.353,0.1295
H27_0780,NY breakout hardening,expected_R >= 1.80,REJECTED,31400.0,2.36,0.13
H27_0781,low-liquidity gap guard,expected_R >= 1.81,REJECTED,31480.0,2.367,0.1305
H27_0782,NY breakout hardening,expected_R >= 1.82,REJECTED,31560.0,2.374,0.131
H27_0783,low-liquidity gap guard,expected_R >= 1.83,REJECTED,31640.0,2.381,0.1315
H27_0784,NY breakout hardening,expected_R >= 1.84,REJECTED,31720.0,2.388,0.132
H27_0785,low-liquidity gap guard,expected_R >= 1.85,REJECTED,31800.0,2.395,0.1325
H27_0786,NY breakout hardening,expected_R >= 1.86,REJECTED,31880.0,2.402,0.133
H27_0787,low-liquidity gap guard,expected_R >= 1.87,REJECTED,31960.0,2.409,0.1335
H27_0788,NY breakout hardening,expected_R >= 1.88,REJECTED,32040.0,2.416,0.134
H27_0789,low-liquidity gap guard,expected_R >= 1.89,REJECTED,32120.0,2.423,0.1345
H27_0790,NY breakout hardening,expected_R >= 1.90,REJECTED,32200.0,2.43,0.135
H27_0791,low-liquidity gap guard,expected_R >= 1.91,REJECTED,32280.0,2.437,0.1355
H27_0792,NY breakout hardening,expected_R >= 1.92,REJECTED,32360.0,2.444,0.136
H27_0793,low-liquidity gap guard,expected_R >= 1.93,REJECTED,32440.0,2.451,0.1365
H27_0794,NY breakout hardening,expected_R >= 1.94,REJECTED,32520.0,2.458,0.137
H27_0795,low-liquidity gap guard,expected_R >= 1.95,REJECTED,32600.0,2.465,0.1375
H27_0796,NY breakout hardening,expected_R >= 1.96,REJECTED,32680.0,2.472,0.138
H27_0797,low-liquidity gap guard,expected_R >= 1.97,REJECTED,32760.0,2.479,0.1385
H27_0798,NY breakout hardening,expected_R >= 1.98,REJECTED,32840.0,2.486,0.139
H27_0799,low-liquidity gap guard,expected_R >= 1.99,REJECTED,32920.0,2.493,0.1395
H27_0800,NY breakout hardening,expected_R >= 1.50,PASS,25000.0,1.8,0.09
H27_0801,low-liquidity gap guard,expected_R >= 1.51,REJECTED,25080.0,1.807,0.0905
H27_0802,NY breakout hardening,expected_R >= 1.52,REJECTED,25160.0,1.814,0.091
H27_0803,low-liquidity gap guard,expected_R >= 1.53,REJECTED,25240.0,1.821,0.0915
H27_0804,NY breakout hardening,expected_R >= 1.54,REJECTED,25320.0,1.828,0.092
H27_0805,low-liquidity gap guard,expected_R >= 1.55,REJECTED,25400.0,1.835,0.0925
H27_0806,NY breakout hardening,expected_R >= 1.56,REJECTED,25480.0,1.842,0.093
H27_0807,low-liquidity gap guard,expected_R >= 1.57,REJECTED,25560.0,1.849,0.0935
H27_0808,NY breakout hardening,expected_R >= 1.58,REJECTED,25640.0,1.856,0.094
H27_0809,low-liquidity gap guard,expected_R >= 1.59,REJECTED,25720.0,1.863,0.0945
H27_0810,NY breakout hardening,expected_R >= 1.60,REJECTED,25800.0,1.87,0.095
H27_0811,low-liquidity gap guard,expected_R >= 1.61,REJECTED,25880.0,1.877,0.0955
H27_0812,NY breakout hardening,expected_R >= 1.62,REJECTED,25960.0,1.884,0.096
H27_0813,low-liquidity gap guard,expected_R >= 1.63,REJECTED,26040.0,1.891,0.0965
H27_0814,NY breakout hardening,expected_R >= 1.64,REJECTED,26120.0,1.898,0.097
H27_0815,low-liquidity gap guard,expected_R >= 1.65,REJECTED,26200.0,1.905,0.0975
H27_0816,NY breakout hardening,expected_R >= 1.66,REJECTED,26280.0,1.912,0.098
H27_0817,low-liquidity gap guard,expected_R >= 1.67,REJECTED,26360.0,1.919,0.0985
H27_0818,NY breakout hardening,expected_R >= 1.68,REJECTED,26440.0,1.926,0.099
H27_0819,low-liquidity gap guard,expected_R >= 1.69,REJECTED,26520.0,1.933,0.0995
H27_0820,NY breakout hardening,expected_R >= 1.70,REJECTED,26600.0,1.94,0.1
H27_0821,low-liquidity gap guard,expected_R >= 1.71,REJECTED,26680.0,1.947,0.1005
H27_0822,NY breakout hardening,expected_R >= 1.72,REJECTED,26760.0,1.954,0.101
H27_0823,low-liquidity gap guard,expected_R >= 1.73,REJECTED,26840.0,1.961,0.1015
H27_0824,NY breakout hardening,expected_R >= 1.74,REJECTED,26920.0,1.968,0.102
H27_0825,low-liquidity gap guard,expected_R >= 1.75,PASS,27000.0,1.975,0.1025
H27_0826,NY breakout hardening,expected_R >= 1.76,REJECTED,27080.0,1.982,0.103
H27_0827,low-liquidity gap guard,expected_R >= 1.77,REJECTED,27160.0,1.989,0.1035
H27_0828,NY breakout hardening,expected_R >= 1.78,REJECTED,27240.0,1.996,0.104
H27_0829,low-liquidity gap guard,expected_R >= 1.79,REJECTED,27320.0,2.003,0.1045
H27_0830,NY breakout hardening,expected_R >= 1.80,REJECTED,27400.0,2.01,0.105
H27_0831,low-liquidity gap guard,expected_R >= 1.81,REJECTED,27480.0,2.017,0.1055
H27_0832,NY breakout hardening,expected_R >= 1.82,REJECTED,27560.0,2.024,0.106
H27_0833,low-liquidity gap guard,expected_R >= 1.83,REJECTED,27640.0,2.031,0.1065
H27_0834,NY breakout hardening,expected_R >= 1.84,REJECTED,27720.0,2.038,0.107
H27_0835,low-liquidity gap guard,expected_R >= 1.85,REJECTED,27800.0,2.045,0.1075
H27_0836,NY breakout hardening,expected_R >= 1.86,REJECTED,27880.0,2.052,0.108
H27_0837,low-liquidity gap guard,expected_R >= 1.87,REJECTED,27960.0,2.059,0.1085
H27_0838,NY breakout hardening,expected_R >= 1.88,REJECTED,28040.0,2.066,0.109
H27_0839,low-liquidity gap guard,expected_R >= 1.89,REJECTED,28120.0,2.073,0.1095
H27_0840,NY breakout hardening,expected_R >= 1.90,REJECTED,28200.0,2.08,0.11
H27_0841,low-liquidity gap guard,expected_R >= 1.91,REJECTED,28280.0,2.087,0.1105
H27_0842,NY breakout hardening,expected_R >= 1.92,REJECTED,28360.0,2.094,0.111
H27_0843,low-liquidity gap guard,expected_R >= 1.93,REJECTED,28440.0,2.101,0.1115
H27_0844,NY breakout hardening,expected_R >= 1.94,REJECTED,28520.0,2.108,0.112
H27_0845,low-liquidity gap guard,expected_R >= 1.95,REJECTED,28600.0,2.115,0.1125
H27_0846,NY breakout hardening,expected_R >= 1.96,REJECTED,28680.0,2.122,0.113
H27_0847,low-liquidity gap guard,expected_R >= 1.97,REJECTED,28760.0,2.129,0.1135
H27_0848,NY breakout hardening,expected_R >= 1.98,REJECTED,28840.0,2.136,0.114
H27_0849,low-liquidity gap guard,expected_R >= 1.99,REJECTED,28920.0,2.143,0.1145
H27_0850,NY breakout hardening,expected_R >= 1.50,PASS,29000.0,2.15,0.115
H27_0851,low-liquidity gap guard,expected_R >= 1.51,REJECTED,29080.0,2.157,0.1155
H27_0852,NY breakout hardening,expected_R >= 1.52,REJECTED,29160.0,2.164,0.116
H27_0853,low-liquidity gap guard,expected_R >= 1.53,REJECTED,29240.0,2.171,0.1165
H27_0854,NY breakout hardening,expected_R >= 1.54,REJECTED,29320.0,2.178,0.117
H27_0855,low-liquidity gap guard,expected_R >= 1.55,REJECTED,29400.0,2.185,0.1175
H27_0856,NY breakout hardening,expected_R >= 1.56,REJECTED,29480.0,2.192,0.118
H27_0857,low-liquidity gap guard,expected_R >= 1.57,REJECTED,29560.0,2.199,0.1185
H27_0858,NY breakout hardening,expected_R >= 1.58,REJECTED,29640.0,2.206,0.119
H27_0859,low-liquidity gap guard,expected_R >= 1.59,REJECTED,29720.0,2.213,0.1195
H27_0860,NY breakout hardening,expected_R >= 1.60,REJECTED,29800.0,2.22,0.12
H27_0861,low-liquidity gap guard,expected_R >= 1.61,REJECTED,29880.0,2.227,0.1205
H27_0862,NY breakout hardening,expected_R >= 1.62,REJECTED,29960.0,2.234,0.121
H27_0863,low-liquidity gap guard,expected_R >= 1.63,REJECTED,30040.0,2.241,0.1215
H27_0864,NY breakout hardening,expected_R >= 1.64,REJECTED,30120.0,2.248,0.122
H27_0865,low-liquidity gap guard,expected_R >= 1.65,REJECTED,30200.0,2.255,0.1225
H27_0866,NY breakout hardening,expected_R >= 1.66,REJECTED,30280.0,2.262,0.123
H27_0867,low-liquidity gap guard,expected_R >= 1.67,REJECTED,30360.0,2.269,0.1235
H27_0868,NY breakout hardening,expected_R >= 1.68,REJECTED,30440.0,2.276,0.124
H27_0869,low-liquidity gap guard,expected_R >= 1.69,REJECTED,30520.0,2.283,0.1245
H27_0870,NY breakout hardening,expected_R >= 1.70,REJECTED,30600.0,2.29,0.125
H27_0871,low-liquidity gap guard,expected_R >= 1.71,REJECTED,30680.0,2.297,0.1255
H27_0872,NY breakout hardening,expected_R >= 1.72,REJECTED,30760.0,2.304,0.126
H27_0873,low-liquidity gap guard,expected_R >= 1.73,REJECTED,30840.0,2.311,0.1265
H27_0874,NY breakout hardening,expected_R >= 1.74,REJECTED,30920.0,2.318,0.127
H27_0875,low-liquidity gap guard,expected_R >= 1.75,PASS,31000.0,2.325,0.1275
H27_0876,NY breakout hardening,expected_R >= 1.76,REJECTED,31080.0,2.332,0.128
H27_0877,low-liquidity gap guard,expected_R >= 1.77,REJECTED,31160.0,2.339,0.1285
H27_0878,NY breakout hardening,expected_R >= 1.78,REJECTED,31240.0,2.346,0.129
H27_0879,low-liquidity gap guard,expected_R >= 1.79,REJECTED,31320.0,2.353,0.1295
H27_0880,NY breakout hardening,expected_R >= 1.80,REJECTED,31400.0,2.36,0.13
H27_0881,low-liquidity gap guard,expected_R >= 1.81,REJECTED,31480.0,2.367,0.1305
H27_0882,NY breakout hardening,expected_R >= 1.82,REJECTED,31560.0,2.374,0.131
H27_0883,low-liquidity gap guard,expected_R >= 1.83,REJECTED,31640.0,2.381,0.1315
H27_0884,NY breakout hardening,expected_R >= 1.84,REJECTED,31720.0,2.388,0.132
H27_0885,low-liquidity gap guard,expected_R >= 1.85,REJECTED,31800.0,2.395,0.1325
H27_0886,NY breakout hardening,expected_R >= 1.86,REJECTED,31880.0,2.402,0.133
H27_0887,low-liquidity gap guard,expected_R >= 1.87,REJECTED,31960.0,2.409,0.1335
H27_0888,NY breakout hardening,expected_R >= 1.88,REJECTED,32040.0,2.416,0.134
H27_0889,low-liquidity gap guard,expected_R >= 1.89,REJECTED,32120.0,2.423,0.1345
H27_0890,NY breakout hardening,expected_R >= 1.90,REJECTED,32200.0,2.43,0.135
H27_0891,low-liquidity gap guard,expected_R >= 1.91,REJECTED,32280.0,2.437,0.1355
H27_0892,NY breakout hardening,expected_R >= 1.92,REJECTED,32360.0,2.444,0.136
H27_0893,low-liquidity gap guard,expected_R >= 1.93,REJECTED,32440.0,2.451,0.1365
H27_0894,NY breakout hardening,expected_R >= 1.94,REJECTED,32520.0,2.458,0.137
H27_0895,low-liquidity gap guard,expected_R >= 1.95,REJECTED,32600.0,2.465,0.1375
H27_0896,NY breakout hardening,expected_R >= 1.96,REJECTED,32680.0,2.472,0.138
H27_0897,low-liquidity gap guard,expected_R >= 1.97,REJECTED,32760.0,2.479,0.1385
H27_0898,NY breakout hardening,expected_R >= 1.98,REJECTED,32840.0,2.486,0.139
H27_0899,low-liquidity gap guard,expected_R >= 1.99,REJECTED,32920.0,2.493,0.1395
H27_0900,NY breakout hardening,expected_R >= 1.50,PASS,25000.0,1.8,0.09
H27_0901,low-liquidity gap guard,expected_R >= 1.51,REJECTED,25080.0,1.807,0.0905
H27_0902,NY breakout hardening,expected_R >= 1.52,REJECTED,25160.0,1.814,0.091
