candidate_id,candidate_hash,family,min_expected_R,min_projected_net_R,max_cost_to_atr,session_mode,skip_same_candle,entry_family,monthly_dd_limit,cost_regime_max
P33_1438,d6375f072b1546d2,cost_to_atr,1.4,1.2,0.4,ALL,False,floor_low_activity,0.05,NO_EXTREME
P33_1439,d539e2ec2def0c1b,monthly_governor,1.6,1.2,0.4,ALL,False,floor_low_activity,0.05,NO_EXTREME
P33_1440,f8777bab57d7b3cb,time_stop,1.8,,,ALL,False,floor_low_activity,0.05,NO_EXTREME
P33_1441,6cc5a2a3521b5dae,same_candle_safe,2.0,,,ALL,True,floor_low_activity,0.05,NO_EXTREME
P33_1442,b773cf8b5d6be888,low_correlation_complement,,,,NO_OFF_HOURS,False,floor_low_activity,0.05,NO_EXTREME
P33_1443,c22bf67c2d15cb4e,high_pf_low_frequency,1.0,0.8,,NO_OFF_HOURS,False,ALL,0.05,NO_EXTREME
P33_1444,76f9a8cf6597dfa8,stress_hardened,1.2,0.8,,NO_OFF_HOURS,False,ALL,0.05,
P33_1445,44750ae6ba5b806f,bollinger_expansion_breakout,1.4,0.8,0.1,NO_OFF_HOURS,False,ALL,,
P33_1446,9254716bb7f99214,mean_reversion,1.6,1.0,0.1,NO_OFF_HOURS,False,ALL,,
P33_1447,642f9e2ac5474cb5,vwap_reclaim,1.8,1.0,0.1,NO_OFF_HOURS,False,ALL,,
P33_1448,1e0e12bd6f839bef,london_breakout,2.0,1.0,0.1,NO_OFF_HOURS,False,ALL,,
P33_1449,854bd833492f4da1,ny_breakout,,1.2,0.1,LONDON_NY,False,ALL,,
P33_1450,6037935f53733136,off_hours_skip,1.0,1.2,0.15,LONDON_NY,False,ALL,,
P33_1451,3c2528a6050d7b24,funding_safe,1.2,1.2,0.15,LONDON_NY,False,ALL,,
P33_1452,316e12dfab9c4046,low_r_removal,1.4,,0.15,LONDON_NY,True,ALL,,
P33_1453,ef969ef52aedf4a9,adx_trend,1.6,,0.15,LONDON_NY,False,ALL,,
P33_1454,ad2791f37b511581,atr_volatility_expansion,1.8,,0.15,LONDON_NY,False,ALL,,
P33_1455,c594b84794748f3c,cost_to_atr,2.0,0.8,0.2,LONDON_NY,False,ALL,,
P33_1456,4ae2786923ce41f6,monthly_governor,,0.8,0.2,LONDON_ONLY,False,bb_expansion,,
P33_1457,1cebb346ae017f93,time_stop,1.0,0.8,0.2,LONDON_ONLY,False,bb_expansion,,
P33_1458,f52ac1f3643b073c,same_candle_safe,1.2,1.0,0.2,LONDON_ONLY,False,bb_expansion,,
P33_1459,a3c9b18b2c7ccd9b,low_correlation_complement,1.4,1.0,0.2,LONDON_ONLY,False,bb_expansion,,
P33_1460,7ea9b3c570201e57,high_pf_low_frequency,1.6,1.0,0.3,LONDON_ONLY,False,bb_expansion,,
P33_1461,124856b6fed62a67,stress_hardened,1.8,1.2,0.3,LONDON_ONLY,False,bb_expansion,,
P33_1462,2b92fc37c37ffb90,bollinger_expansion_breakout,2.0,1.2,0.3,LONDON_ONLY,False,bb_expansion,0.015,
P33_1463,8a64c1cb7429b86d,mean_reversion,,1.2,0.3,NY_ONLY,True,bb_expansion,0.015,NO_EXTREME
P33_1464,342284286edec36b,vwap_reclaim,1.0,,0.3,NY_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_1465,d80c805d63ca49f7,london_breakout,1.2,,0.4,NY_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_1466,0caca8af2f96858e,ny_breakout,1.4,,0.4,NY_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_1467,3fbca1a63359bee1,off_hours_skip,1.6,0.8,0.4,NY_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_1468,704eab60e520ec5b,funding_safe,1.8,0.8,0.4,NY_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_1469,e4e47c39d73d72de,low_r_removal,2.0,0.8,0.4,NY_ONLY,False,floor_low_activity,0.015,NO_EXTREME
P33_1470,eacf8ce4f0497203,adx_trend,,1.0,,ALL,False,floor_low_activity,0.015,NO_EXTREME
P33_1471,d192eb61fcdbb2d0,atr_volatility_expansion,1.0,1.0,,ALL,False,floor_low_activity,0.015,NO_EXTREME
P33_1472,10829191b7bc8cb9,cost_to_atr,1.2,1.0,,ALL,False,floor_low_activity,0.015,NO_EXTREME
P33_1473,a322616f0a21b1ae,monthly_governor,1.4,1.2,,ALL,False,floor_low_activity,0.015,NO_EXTREME
P33_1474,5d16a0f1217b2fde,time_stop,1.6,1.2,,ALL,True,floor_low_activity,0.015,NO_EXTREME
P33_1475,ae98d2a4160c5f31,same_candle_safe,1.8,1.2,0.1,ALL,False,floor_low_activity,0.015,NO_EXTREME
P33_1476,1516becb557b335f,low_correlation_complement,2.0,,0.1,ALL,False,floor_low_activity,0.015,NO_EXTREME
P33_1477,953bbc386152bca9,high_pf_low_frequency,,,0.1,NO_OFF_HOURS,False,floor_low_activity,0.015,NO_EXTREME
P33_1478,ad2682f88250ceb9,stress_hardened,1.0,,0.1,NO_OFF_HOURS,False,floor_low_activity,0.015,NO_EXTREME
P33_1479,c67bf0e7eb1d6730,bollinger_expansion_breakout,1.2,0.8,0.1,NO_OFF_HOURS,False,floor_low_activity,0.02,NO_EXTREME
P33_1480,616c4ff9aaf30fa5,mean_reversion,1.4,0.8,0.15,NO_OFF_HOURS,False,floor_low_activity,0.02,NO_EXTREME
P33_1481,d6d904978ab1b5af,vwap_reclaim,1.6,0.8,0.15,NO_OFF_HOURS,False,floor_low_activity,0.02,NO_EXTREME
P33_1482,f9b5ac9a64011560,london_breakout,1.8,1.0,0.15,NO_OFF_HOURS,False,ALL,0.02,
P33_1483,3581704891d52e6c,ny_breakout,2.0,1.0,0.15,NO_OFF_HOURS,False,ALL,0.02,
P33_1484,db405f471763fa18,off_hours_skip,,1.0,0.15,LONDON_NY,False,ALL,0.02,
P33_1485,7323d200698ba0d2,funding_safe,1.0,1.2,0.2,LONDON_NY,True,ALL,0.02,
P33_1486,7d014ac0efc1a61e,low_r_removal,1.2,1.2,0.2,LONDON_NY,False,ALL,0.02,
P33_1487,8edd0ac13d675a22,adx_trend,1.4,1.2,0.2,LONDON_NY,False,ALL,0.02,
P33_1488,b5d8e490ef2ec678,atr_volatility_expansion,1.6,,0.2,LONDON_NY,False,ALL,0.02,
P33_1489,bfe55b3803bdb07e,cost_to_atr,1.8,,0.2,LONDON_NY,False,ALL,0.02,
P33_1490,b2b9b5b8394ccbc8,monthly_governor,2.0,,0.3,LONDON_NY,False,ALL,0.02,
P33_1491,ee6ccbc23de976e0,time_stop,,0.8,0.3,LONDON_ONLY,False,ALL,0.02,
P33_1492,e1e583b40b5b7163,same_candle_safe,1.0,0.8,0.3,LONDON_ONLY,False,ALL,0.02,
P33_1493,1495148ffe3663ae,low_correlation_complement,1.2,0.8,0.3,LONDON_ONLY,False,ALL,0.02,
P33_1494,9962a36694129af0,high_pf_low_frequency,1.4,1.0,0.3,LONDON_ONLY,False,ALL,0.02,
P33_1495,7c79f0747a64ad9f,stress_hardened,1.6,1.0,0.4,LONDON_ONLY,False,bb_expansion,0.02,
P33_1496,1df6a8ab71376b47,bollinger_expansion_breakout,1.8,1.0,0.4,LONDON_ONLY,True,bb_expansion,0.03,
P33_1497,c277e1fd07c6c98b,mean_reversion,2.0,1.2,0.4,LONDON_ONLY,False,bb_expansion,0.03,
P33_1498,8db8c0fab0514fa6,vwap_reclaim,,1.2,0.4,NY_ONLY,False,bb_expansion,0.03,
P33_1499,06129849b3ce4efe,london_breakout,1.0,1.2,0.4,NY_ONLY,False,bb_expansion,0.03,
P33_1500,110c9f32040c3352,ny_breakout,1.2,,,NY_ONLY,False,bb_expansion,0.03,
P33_1501,c3aa31e2d1f7746a,off_hours_skip,1.4,,,NY_ONLY,False,bb_expansion,0.03,NO_EXTREME
P33_1502,88d26ac5e058c503,funding_safe,1.6,,,NY_ONLY,False,bb_expansion,0.03,NO_EXTREME
P33_1503,54dd9d1b50f3e5b9,low_r_removal,1.8,0.8,,NY_ONLY,False,bb_expansion,0.03,NO_EXTREME
P33_1504,d1235847274adcac,adx_trend,2.0,0.8,,NY_ONLY,False,bb_expansion,0.03,NO_EXTREME
P33_1505,f8c9b6b6c9a1c08b,atr_volatility_expansion,,0.8,0.1,ALL,False,bb_expansion,0.03,NO_EXTREME
P33_1506,818fbed1f6b23a50,cost_to_atr,1.0,1.0,0.1,ALL,False,bb_expansion,0.03,NO_EXTREME
P33_1507,1f31a8d3a456dc3c,monthly_governor,1.2,1.0,0.1,ALL,True,bb_expansion,0.03,NO_EXTREME
P33_1508,9f80678145284dd3,time_stop,1.4,1.0,0.1,ALL,False,floor_low_activity,0.03,NO_EXTREME
P33_1509,88cee1a3a1ea564a,same_candle_safe,1.6,1.2,0.1,ALL,False,floor_low_activity,0.03,NO_EXTREME
P33_1510,efa8b4e41c030fa9,low_correlation_complement,1.8,1.2,0.15,ALL,False,floor_low_activity,0.03,NO_EXTREME
P33_1511,e30dee9fc0139baf,high_pf_low_frequency,2.0,1.2,0.15,ALL,False,floor_low_activity,0.03,NO_EXTREME
P33_1512,3d51246ae835a9d1,stress_hardened,,,0.15,NO_OFF_HOURS,False,floor_low_activity,0.03,NO_EXTREME
P33_1513,462a5cf42ed44a85,bollinger_expansion_breakout,1.0,,0.15,NO_OFF_HOURS,False,floor_low_activity,0.05,NO_EXTREME
P33_1514,156e50533acea1c3,mean_reversion,1.2,,0.15,NO_OFF_HOURS,False,floor_low_activity,0.05,NO_EXTREME
P33_1515,d2342db5f60ec3d0,vwap_reclaim,1.4,0.8,0.2,NO_OFF_HOURS,False,floor_low_activity,0.05,NO_EXTREME
P33_1516,e77e567fafc65ba2,london_breakout,1.6,0.8,0.2,NO_OFF_HOURS,False,floor_low_activity,0.05,NO_EXTREME
P33_1517,ad22d46acfede72d,ny_breakout,1.8,0.8,0.2,NO_OFF_HOURS,False,floor_low_activity,0.05,NO_EXTREME
P33_1518,4c58218322ddb913,off_hours_skip,2.0,1.0,0.2,NO_OFF_HOURS,True,floor_low_activity,0.05,NO_EXTREME
P33_1519,c6d9d343a3daa102,funding_safe,,1.0,0.2,LONDON_NY,False,floor_low_activity,0.05,NO_EXTREME
P33_1520,3ed03c3a60e9a1e0,low_r_removal,1.0,1.0,0.3,LONDON_NY,False,floor_low_activity,0.05,
P33_1521,198e5949fe18a384,adx_trend,1.2,1.2,0.3,LONDON_NY,False,ALL,0.05,
P33_1522,f0da29a5f00eb5b2,atr_volatility_expansion,1.4,1.2,0.3,LONDON_NY,False,ALL,0.05,
P33_1523,c552d9301ec6d02a,cost_to_atr,1.6,1.2,0.3,LONDON_NY,False,ALL,0.05,
P33_1524,f212dae8cbb21eb5,monthly_governor,1.8,,0.3,LONDON_NY,False,ALL,0.05,
P33_1525,e674d727af55ae2c,time_stop,2.0,,0.4,LONDON_NY,False,ALL,0.05,
P33_1526,659b6af1465a45ea,same_candle_safe,,,0.4,LONDON_ONLY,False,ALL,0.05,
P33_1527,7e4df8296721bd20,low_correlation_complement,1.0,0.8,0.4,LONDON_ONLY,False,ALL,0.05,
P33_1528,2e137cb312cff8d7,high_pf_low_frequency,1.2,0.8,0.4,LONDON_ONLY,False,ALL,0.05,
P33_1529,6e814c8ed10d1bac,stress_hardened,1.4,0.8,0.4,LONDON_ONLY,True,ALL,0.05,
P33_1530,c1bd35e1ba818769,bollinger_expansion_breakout,1.6,1.0,,LONDON_ONLY,False,ALL,,
P33_1531,884a7ae70bff11f3,mean_reversion,1.8,1.0,,LONDON_ONLY,False,ALL,,
P33_1532,18380e9a0fa2fd8e,vwap_reclaim,2.0,1.0,,LONDON_ONLY,False,ALL,,
P33_1533,305812d37d1c953a,london_breakout,,1.2,,NY_ONLY,False,ALL,,
P33_1534,eccbf21f1f25becc,ny_breakout,1.0,1.2,,NY_ONLY,False,bb_expansion,,
P33_1535,b0d96f078c6765a2,off_hours_skip,1.2,1.2,0.1,NY_ONLY,False,bb_expansion,,
P33_1536,401190ca9d638956,funding_safe,1.4,,0.1,NY_ONLY,False,bb_expansion,,
P33_1537,9c8bf943b01fa12c,low_r_removal,1.6,,0.1,NY_ONLY,False,bb_expansion,,
P33_1538,8a46a54475b5adea,adx_trend,1.8,,0.1,NY_ONLY,False,bb_expansion,,
P33_1539,7c17eead4b508884,atr_volatility_expansion,2.0,0.8,0.1,NY_ONLY,False,bb_expansion,,NO_EXTREME
P33_1540,ddab157c02123d24,cost_to_atr,,0.8,0.15,ALL,True,bb_expansion,,NO_EXTREME
P33_1541,dcdaa8139eda4858,monthly_governor,1.0,0.8,0.15,ALL,False,bb_expansion,,NO_EXTREME
P33_1542,535c7f359beb9ecc,time_stop,1.2,1.0,0.15,ALL,False,bb_expansion,,NO_EXTREME
P33_1543,b849e0dcdb8ddc7c,same_candle_safe,1.4,1.0,0.15,ALL,False,bb_expansion,,NO_EXTREME
P33_1544,a1ab81d40a9d4e34,low_correlation_complement,1.6,1.0,0.15,ALL,False,bb_expansion,,NO_EXTREME
P33_1545,7637119a54938997,high_pf_low_frequency,1.8,1.2,0.2,ALL,False,bb_expansion,,NO_EXTREME
P33_1546,dce821f6eb4a55d0,stress_hardened,2.0,1.2,0.2,ALL,False,bb_expansion,,NO_EXTREME
P33_1547,b8522deb2c041d3d,bollinger_expansion_breakout,,1.2,0.2,NO_OFF_HOURS,False,floor_low_activity,0.015,NO_EXTREME
P33_1548,1a90010b6d307592,mean_reversion,1.0,,0.2,NO_OFF_HOURS,False,floor_low_activity,0.015,NO_EXTREME
P33_1549,79d4ec9319216409,vwap_reclaim,1.2,,0.2,NO_OFF_HOURS,False,floor_low_activity,0.015,NO_EXTREME
P33_1550,9d77acd3f5e38086,london_breakout,1.4,,0.3,NO_OFF_HOURS,False,floor_low_activity,0.015,NO_EXTREME
P33_1551,87ac3b3b79c3320c,ny_breakout,1.6,0.8,0.3,NO_OFF_HOURS,True,floor_low_activity,0.015,NO_EXTREME
P33_1552,af9869278d605392,off_hours_skip,1.8,0.8,0.3,NO_OFF_HOURS,False,floor_low_activity,0.015,NO_EXTREME
P33_1553,ef612095e79cfa04,funding_safe,2.0,0.8,0.3,NO_OFF_HOURS,False,floor_low_activity,0.015,NO_EXTREME
P33_1554,d4b05808e3110127,low_r_removal,,1.0,0.3,LONDON_NY,False,floor_low_activity,0.015,NO_EXTREME
P33_1555,f3f05bb1e4e91ef3,adx_trend,1.0,1.0,0.4,LONDON_NY,False,floor_low_activity,0.015,NO_EXTREME
P33_1556,cb51069ca8c11f40,atr_volatility_expansion,1.2,1.0,0.4,LONDON_NY,False,floor_low_activity,0.015,NO_EXTREME
P33_1557,65f3b8599433ad9a,cost_to_atr,1.4,1.2,0.4,LONDON_NY,False,floor_low_activity,0.015,NO_EXTREME
P33_1558,a0da9123faf53e13,monthly_governor,1.6,1.2,0.4,LONDON_NY,False,floor_low_activity,0.015,
P33_1559,6c744a44f90f1b65,time_stop,1.8,1.2,0.4,LONDON_NY,False,floor_low_activity,0.015,
P33_1560,333e4c29af653821,same_candle_safe,2.0,,,LONDON_NY,False,ALL,0.015,
P33_1561,336fc4624d2ec30e,low_correlation_complement,,,,LONDON_ONLY,False,ALL,0.015,
P33_1562,24d32f4b3b2495d9,high_pf_low_frequency,1.0,,,LONDON_ONLY,True,ALL,0.015,
P33_1563,e150512f1be6fd5b,stress_hardened,1.2,0.8,,LONDON_ONLY,False,ALL,0.015,
P33_1564,441fb3314a4725fc,bollinger_expansion_breakout,1.4,0.8,,LONDON_ONLY,False,ALL,0.02,
P33_1565,b40aad08abca5d4b,mean_reversion,1.6,0.8,0.1,LONDON_ONLY,False,ALL,0.02,
P33_1566,9cba8454cb16a7c5,vwap_reclaim,1.8,1.0,0.1,LONDON_ONLY,False,ALL,0.02,
P33_1567,cb09b2cd9de30291,london_breakout,2.0,1.0,0.1,LONDON_ONLY,False,ALL,0.02,
P33_1568,9d5f47854bc3c88d,ny_breakout,,1.0,0.1,NY_ONLY,False,ALL,0.02,
P33_1569,c1d4e72d18d79c1e,off_hours_skip,1.0,1.2,0.1,NY_ONLY,False,ALL,0.02,
P33_1570,4004172108e6fef3,funding_safe,1.2,1.2,0.15,NY_ONLY,False,ALL,0.02,
P33_1571,a04171b7e84586b8,low_r_removal,1.4,1.2,0.15,NY_ONLY,False,ALL,0.02,
P33_1572,48e480fdf97a837f,adx_trend,1.6,,0.15,NY_ONLY,False,ALL,0.02,
P33_1573,78901ab0a7db21eb,atr_volatility_expansion,1.8,,0.15,NY_ONLY,True,bb_expansion,0.02,
P33_1574,d6a3b380cc8b0278,cost_to_atr,2.0,,0.15,NY_ONLY,False,bb_expansion,0.02,
P33_1575,bc6a549bb0c6af5a,monthly_governor,,0.8,0.2,ALL,False,bb_expansion,0.02,
P33_1576,c4e7606a28906ce1,time_stop,1.0,0.8,0.2,ALL,False,bb_expansion,0.02,
P33_1577,9eeb8092c03dc550,same_candle_safe,1.2,0.8,0.2,ALL,False,bb_expansion,0.02,NO_EXTREME
P33_1578,4e9fcb6c6481a8e4,low_correlation_complement,1.4,1.0,0.2,ALL,False,bb_expansion,0.02,NO_EXTREME
P33_1579,5ca4f21d79013ff0,high_pf_low_frequency,1.6,1.0,0.2,ALL,False,bb_expansion,0.02,NO_EXTREME
P33_1580,2bf70d2beb054823,stress_hardened,1.8,1.0,0.3,ALL,False,bb_expansion,0.02,NO_EXTREME
P33_1581,e29bdb490c2e24bd,bollinger_expansion_breakout,2.0,1.2,0.3,ALL,False,bb_expansion,0.03,NO_EXTREME
P33_1582,e4e0d84c5d89b2b8,mean_reversion,,1.2,0.3,NO_OFF_HOURS,False,bb_expansion,0.03,NO_EXTREME
P33_1583,0aa2f29b4884f2bd,vwap_reclaim,1.0,1.2,0.3,NO_OFF_HOURS,False,bb_expansion,0.03,NO_EXTREME
P33_1584,04f9618f85d5249b,london_breakout,1.2,,0.3,NO_OFF_HOURS,True,bb_expansion,0.03,NO_EXTREME
P33_1585,4e72ea9c15d7199c,ny_breakout,1.4,,0.4,NO_OFF_HOURS,False,bb_expansion,0.03,NO_EXTREME
P33_1586,bcfd1b83f1571788,off_hours_skip,1.6,,0.4,NO_OFF_HOURS,False,floor_low_activity,0.03,NO_EXTREME
P33_1587,7f034582634bc49a,funding_safe,1.8,0.8,0.4,NO_OFF_HOURS,False,floor_low_activity,0.03,NO_EXTREME
P33_1588,88c9df0049e99a2e,low_r_removal,2.0,0.8,0.4,NO_OFF_HOURS,False,floor_low_activity,0.03,NO_EXTREME
P33_1589,a11987a923df3615,adx_trend,,0.8,0.4,LONDON_NY,False,floor_low_activity,0.03,NO_EXTREME
P33_1590,1e5759f809dc5007,atr_volatility_expansion,1.0,1.0,,LONDON_NY,False,floor_low_activity,0.03,NO_EXTREME
P33_1591,06baa7b6a4e03d60,cost_to_atr,1.2,1.0,,LONDON_NY,False,floor_low_activity,0.03,NO_EXTREME
P33_1592,f93c504c757d53b9,monthly_governor,1.4,1.0,,LONDON_NY,False,floor_low_activity,0.03,NO_EXTREME
P33_1593,eebec1e7855b1d17,time_stop,1.6,1.2,,LONDON_NY,False,floor_low_activity,0.03,NO_EXTREME
P33_1594,dc77693e85ea1ca5,same_candle_safe,1.8,1.2,,LONDON_NY,False,floor_low_activity,0.03,NO_EXTREME
P33_1595,9d29ba5cbf069ee6,low_correlation_complement,2.0,1.2,0.1,LONDON_NY,True,floor_low_activity,0.03,NO_EXTREME
P33_1596,b4144344ab1220a1,high_pf_low_frequency,,,0.1,LONDON_ONLY,False,floor_low_activity,0.03,
P33_1597,bd60cf3b785e0067,stress_hardened,1.0,,0.1,LONDON_ONLY,False,floor_low_activity,0.03,
P33_1598,409f9bcc239f0617,bollinger_expansion_breakout,1.2,,0.1,LONDON_ONLY,False,floor_low_activity,0.05,
P33_1599,1896fb4f25ea2bfe,mean_reversion,1.4,0.8,0.1,LONDON_ONLY,False,ALL,0.05,
P33_1600,78b653c5d5b4b2a8,vwap_reclaim,1.6,0.8,0.15,LONDON_ONLY,False,ALL,0.05,
P33_1601,a89a63e5f75edb3c,london_breakout,1.8,0.8,0.15,LONDON_ONLY,False,ALL,0.05,
P33_1602,f9db1db37106c449,ny_breakout,2.0,1.0,0.15,LONDON_ONLY,False,ALL,0.05,
P33_1603,e760b2ea6385694d,off_hours_skip,,1.0,0.15,NY_ONLY,False,ALL,0.05,
P33_1604,be0d00b9e4fb904f,funding_safe,1.0,1.0,0.15,NY_ONLY,False,ALL,0.05,
P33_1605,3e7cb7fe1ecfac31,low_r_removal,1.2,1.2,0.2,NY_ONLY,False,ALL,0.05,
P33_1606,8b003a7968000af8,adx_trend,1.4,1.2,0.2,NY_ONLY,True,ALL,0.05,
P33_1607,bfcd7ae03820e0b0,atr_volatility_expansion,1.6,1.2,0.2,NY_ONLY,False,ALL,0.05,
P33_1608,da23dfa6a86a10b7,cost_to_atr,1.8,,0.2,NY_ONLY,False,ALL,0.05,
P33_1609,b42cff96602d0e0c,monthly_governor,2.0,,0.2,NY_ONLY,False,ALL,0.05,
P33_1610,45f39b69703a9ffd,time_stop,,,0.3,ALL,False,ALL,0.05,
P33_1611,1dfeca524bf2c570,same_candle_safe,1.0,0.8,0.3,ALL,False,ALL,0.05,
P33_1612,7a2f6d65762cb6cb,low_correlation_complement,1.2,0.8,0.3,ALL,False,bb_expansion,0.05,
P33_1613,7fa20c66658d45d3,high_pf_low_frequency,1.4,0.8,0.3,ALL,False,bb_expansion,0.05,
P33_1614,0ca41e826e778e0a,stress_hardened,1.6,1.0,0.3,ALL,False,bb_expansion,0.05,
P33_1615,3411a11568ac5cec,bollinger_expansion_breakout,1.8,1.0,0.4,ALL,False,bb_expansion,,NO_EXTREME
P33_1616,68a5ac30b389beb6,mean_reversion,2.0,1.0,0.4,ALL,False,bb_expansion,,NO_EXTREME
P33_1617,8d4a16f7b2c1cde3,vwap_reclaim,,1.2,0.4,NO_OFF_HOURS,True,bb_expansion,,NO_EXTREME
P33_1618,a8f816e96c62a816,london_breakout,1.0,1.2,0.4,NO_OFF_HOURS,False,bb_expansion,,NO_EXTREME
P33_1619,ba877e30c73bc104,ny_breakout,1.2,1.2,0.4,NO_OFF_HOURS,False,bb_expansion,,NO_EXTREME
P33_1620,df8902dfb4cf4856,off_hours_skip,1.4,,,NO_OFF_HOURS,False,bb_expansion,,NO_EXTREME
P33_1621,bd6a6f820e0df2eb,funding_safe,1.6,,,NO_OFF_HOURS,False,bb_expansion,,NO_EXTREME
P33_1622,d8a2223489852e68,low_r_removal,1.8,,,NO_OFF_HOURS,False,bb_expansion,,NO_EXTREME
P33_1623,66821e5213b1a5ca,adx_trend,2.0,0.8,,NO_OFF_HOURS,False,bb_expansion,,NO_EXTREME
P33_1624,c529f61f4a183123,atr_volatility_expansion,,0.8,,LONDON_NY,False,bb_expansion,,NO_EXTREME
P33_1625,d4d8620d394352ff,cost_to_atr,1.0,0.8,0.1,LONDON_NY,False,floor_low_activity,,NO_EXTREME
P33_1626,ddc0229af0cf179c,monthly_governor,1.2,1.0,0.1,LONDON_NY,False,floor_low_activity,,NO_EXTREME
P33_1627,1b9fe9b0db8b7fba,time_stop,1.4,1.0,0.1,LONDON_NY,False,floor_low_activity,,NO_EXTREME
P33_1628,f6c0d12afc79a4bc,same_candle_safe,1.6,1.0,0.1,LONDON_NY,True,floor_low_activity,,NO_EXTREME
P33_1629,d84dbb58b1bf338d,low_correlation_complement,1.8,1.2,0.1,LONDON_NY,False,floor_low_activity,,NO_EXTREME
P33_1630,f34456393f6b38df,high_pf_low_frequency,2.0,1.2,0.15,LONDON_NY,False,floor_low_activity,,NO_EXTREME
P33_1631,e77e4ed9aa5eea37,stress_hardened,,1.2,0.15,LONDON_ONLY,False,floor_low_activity,,NO_EXTREME
P33_1632,e735e941e5b8f090,bollinger_expansion_breakout,1.0,,0.15,LONDON_ONLY,False,floor_low_activity,0.015,NO_EXTREME
P33_1633,4e4e75fbdf4aea41,mean_reversion,1.2,,0.15,LONDON_ONLY,False,floor_low_activity,0.015,NO_EXTREME
P33_1634,71c37d0ecb6b8142,vwap_reclaim,1.4,,0.15,LONDON_ONLY,False,floor_low_activity,0.015,
P33_1635,e68962abf600e91c,london_breakout,1.6,0.8,0.2,LONDON_ONLY,False,floor_low_activity,0.015,
P33_1636,d2663e1d3ee3c5c4,ny_breakout,1.8,0.8,0.2,LONDON_ONLY,False,floor_low_activity,0.015,
P33_1637,8b425148bf269033,off_hours_skip,2.0,0.8,0.2,LONDON_ONLY,False,floor_low_activity,0.015,
P33_1638,dd3c857bf7012da5,funding_safe,,1.0,0.2,NY_ONLY,False,ALL,0.015,
P33_1639,58c04970786b7053,low_r_removal,1.0,1.0,0.2,NY_ONLY,True,ALL,0.015,
P33_1640,abb066b6bc4a23b1,adx_trend,1.2,1.0,0.3,NY_ONLY,False,ALL,0.015,
P33_1641,717e44bdcc5e0fb2,atr_volatility_expansion,1.4,1.2,0.3,NY_ONLY,False,ALL,0.015,
P33_1642,367eb2c127db4014,cost_to_atr,1.6,1.2,0.3,NY_ONLY,False,ALL,0.015,
P33_1643,77afc73722b89ecf,monthly_governor,1.8,1.2,0.3,NY_ONLY,False,ALL,0.015,
P33_1644,3ae29e1d04bd02df,time_stop,2.0,,0.3,NY_ONLY,False,ALL,0.015,
P33_1645,b34a5e0db921562e,same_candle_safe,,,0.4,ALL,False,ALL,0.015,
P33_1646,bdbf17f1f2caac1b,low_correlation_complement,1.0,,0.4,ALL,False,ALL,0.015,
P33_1647,ef750266a30a7f0a,high_pf_low_frequency,1.2,0.8,0.4,ALL,False,ALL,0.015,
P33_1648,13d8a64f5861327e,stress_hardened,1.4,0.8,0.4,ALL,False,ALL,0.015,
P33_1649,76d9cec9c48f34c9,bollinger_expansion_breakout,1.6,0.8,0.4,ALL,False,ALL,0.02,
P33_1650,703c540bb39c05bd,mean_reversion,1.8,1.0,,ALL,True,ALL,0.02,
P33_1651,e5e6bbfb746c8048,vwap_reclaim,2.0,1.0,,ALL,False,bb_expansion,0.02,
P33_1652,28ad82943294ae54,london_breakout,,1.0,,NO_OFF_HOURS,False,bb_expansion,0.02,
P33_1653,662a042ef7d642d2,ny_breakout,1.0,1.2,,NO_OFF_HOURS,False,bb_expansion,0.02,NO_EXTREME
P33_1654,4088b8dec1bbf13b,off_hours_skip,1.2,1.2,,NO_OFF_HOURS,False,bb_expansion,0.02,NO_EXTREME
P33_1655,f19a816a17d6cb86,funding_safe,1.4,1.2,0.1,NO_OFF_HOURS,False,bb_expansion,0.02,NO_EXTREME
P33_1656,0154f40eec674492,low_r_removal,1.6,,0.1,NO_OFF_HOURS,False,bb_expansion,0.02,NO_EXTREME
P33_1657,0fa8726d94040121,adx_trend,1.8,,0.1,NO_OFF_HOURS,False,bb_expansion,0.02,NO_EXTREME
P33_1658,5b7f7ecbe2989814,atr_volatility_expansion,2.0,,0.1,NO_OFF_HOURS,False,bb_expansion,0.02,NO_EXTREME
P33_1659,b1245963b31f32b5,cost_to_atr,,0.8,0.1,LONDON_NY,False,bb_expansion,0.02,NO_EXTREME
P33_1660,47c0a6a58bb8f25a,monthly_governor,1.0,0.8,0.15,LONDON_NY,False,bb_expansion,0.02,NO_EXTREME
P33_1661,2af520647d6e2d66,time_stop,1.2,0.8,0.15,LONDON_NY,True,bb_expansion,0.02,NO_EXTREME
P33_1662,31022ceee2e3bbc9,same_candle_safe,1.4,1.0,0.15,LONDON_NY,False,bb_expansion,0.02,NO_EXTREME
P33_1663,1e88fcdcb0352956,low_correlation_complement,1.6,1.0,0.15,LONDON_NY,False,bb_expansion,0.02,NO_EXTREME
P33_1664,017e33e806da5cd0,high_pf_low_frequency,1.8,1.0,0.15,LONDON_NY,False,floor_low_activity,0.02,NO_EXTREME
